element,system,code,rank,value,occurrences
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,25,UNABLE TO REPORT.  PLATELETS CLUMPED.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,26,UNABLE TO REPORT.  PLT CT MAYBE POSSIBLE WITH YELLOW/BLUE TOP TUBE.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,27,<5*.  VERIFIED BY SMEAR.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,28,UNABLE TO REPORT DUE TO CLUMPS.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,29,"UNABLE TO REPORT, SPECIMEN CLOTTED.",10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,30,UNABLE TO REPORT.   SPECIMEN QNS.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,31,UANBLE TO REPORT.,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,32,VERIFIED BY REPLICATE ANALYSIS.,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,33,VERIFIED BY SMEAR.,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51265,34,VERIFIED.,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,1,NORMAL.,88269
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,2,VERY LOW.,42525
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,3,LOW.,41362
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,4,VERY LOW*.,15360
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,5,RARE.,14313
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,6,LOW*.,13291
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,7,RARE*.,6763
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,8,HIGH.,5805
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,9,___,3582
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,10,VERY HIGH.,3563
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,11,UNABLE TO ESTIMATE DUE TO PLATELET CLUMPS.,3368
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,12,HIGH*.,1431
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,13,VERY LOW.  VERIFIED BY SMEAR.,1178
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,14,LOW.  VERIFIED BY SMEAR.,908
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,15,NORMAL.  VERIFIED BY SMEAR.,845
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,16,VERY HIGH*.,656
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,17,RARE.  VERIFIED BY SMEAR.,532
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,18,VERY LOW.  WITH LARGE FORMS.,363
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,19,NORMAL.  LARGE PLATELETS SEEN.,306
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,20,NORMAL.  LARGE PLATELETS PRESENT.,298
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,21,UNABLE TO REPORT DUE TO PLT CLUMPS.,258
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,22,LOW.  WITH LARGE FORMS.,193
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,23,NORMAL.  WITH LARGE FORMS.,182
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,24,NORMAL.  FEW LARGE PLATELETS SEEN.,180
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,25,NORMAL.  SOME LARGE PLATELETS.,173
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,26,NORMAL.  SOME LARGE PLATELETS SEEN.,141
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,27,NORMAL.  LARGE PLTS SEEN.,129
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,28,LOW.  LARGE PLATELETS SEEN.,128
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,29,LOW.  OCC LARGE FORMS.,127
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,30,NORMAL.  OCC. LARGE PLTS.,122
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,31,LOW.  LARGE PLATELETS PRESENT.,104
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,32,LOW.  SOME LARGE.,95
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,33,LOW.  SOME LARGE PLATELETS.,93
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,34,HIGH.  VERIFIED BY SMEAR.,92
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,35,VERY LOW.  LARGE PLATELETS SEEN.,90
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,36,LOW.  FEW LARGE FORMS.,85
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,37,VERY LOW.  LARGE PLATELETS PRESENT.,83
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,38,LOW.  FEW LARGE PLATELETS SEEN.,82
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,39,RARE.  WITH LARGE FORMS.,82
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51266,40,NORMAL.  OCC LARGE PLT SEEN.,79
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,1,NORMAL.,85863
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,2,1+.,67104
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,3,OCCASIONAL.,24067
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,4,1+*.,22777
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,5,2+.,15861
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,6,2+*.,6565
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,7,OCCASIONAL*.,6209
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,8,3+.,3276
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,9,3+*.,1380
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,10,___,77
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51267,11,UNABLE TO REPORT.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,1,NORMAL.,140439
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,2,1+.,31977
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,3,OCCASIONAL.,31043
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,4,1+*.,14021
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,5,OCCASIONAL*.,6414
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,6,2+.,2308
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,7,2+*.,821
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,8,3+.,178
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,9,___,56
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,10,3+*.,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,11,ERROR.  DISREGARD PREVIOUS RESULT OF NORMAL.,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51268,12,UNABLE TO REPORT.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51269,1,-,5
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51269,2,___,2
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51270,1,___,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51271,1,___,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51271,2,UNABLE TO REPORT,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51272,1,___,2
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51273,1,___,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51273,2,CANCELED BY ___,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51273,3,TEST CANCELLED BY ___,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,1,UNABLE TO REPORT.,5361
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,2,___,5018
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,3,ERROR,341
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,4,UNABLE TO RESULT.,88
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,5,"UNABLE TO REPORT, SPECIMEN QNS.",71
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,6,UNABLE TO PERFORM.,58
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,7,UNABLE TO REPORT.  SPECIMEN QNS.,50
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,8,"UNABLE TO REPORT, SPECIMEN CLOTTED.",45
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,9,150*.  150 IS THE HIGHEST MEASURED PT.,41
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,10,UNABLE.  UNABLE TO PERFORM TEST.,40
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,11,UNABLE TO REPORT,35
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,12,UNABLE TO REPORT .,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,13,UNABLE TO REPORT.  SPECIMEN CLOTTED.,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,14,UNABLE TO REPORT.  PT QNS.,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,15,UNABLE.  UNABLE TO REPORT.,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,16,UNABLE TO REPORT.  QNS.,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,17,ERROR.  DISREGARD PREVIOUS RESULT OF 12.5.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,18,UNABLE TO REPORT.  CLOTTED PT.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,19,UNABLE,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,20,UNABLE TO PERFORM TEST.,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,21,UANBLE TO REPORT.,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,22,HEMOLYZED SPECIMEN.,2
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,23,ICTERIC SPECIMEN.,2
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,24,12..5,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,25,13.41.1,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,26,14.1 CALLED TO ___ AT 12:26 ON ___,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,27,"15,7",1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,28,150>,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,29,"18,5",1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,30,21.42.0,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,31,22.2.,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,32,23.0.,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,33,55.5 NOTIFIED ___ @1:00PM,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,34,CANCELED,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,35,CLOTTED,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,36,E,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,37,"ERROR,DISREGARD PREVIOUS RESULT OF 11.8",1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,38,"HEMOLYZED, GROSSLY.",1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,39,"ICTERIC, SLIGHTLY.",1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51274,40,LAB ERROR,1
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,1,UNABLE TO REPORT.,8255
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,2,___,3757
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,3,UNABLE TO REPORT.  SPECIMEN CLOTTED.,116
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,4,UNABLE TO RESULT.,96
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,5,UNABLE TO PERFORM.,95
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,6,UNABLE TO REPORT.  SPECIMEN QNS.,94
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,7,ERROR,57
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,8,UNABLE TO REPORT.  QNS.,51
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,9,UNABLE TO REPORT,50
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,10,UNABLE TO REPORT.  PTT QNS.,45
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,11,UNABLE TO REPORT.  CLOTTED SPECIMEN.,40
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,12,UNABLE TO REPORT.  CLOTTED.,39
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,13,UNABLE.  UNABLE TO PERFORM TEST.,36
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,14,>150*.   150 IS HIGHEST MEASURED PTT.,35
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,15,UNABLE TO REPORT.  PTT <20.,35
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,16,"UNABLE TO REPORT, SPECIMEN QNS.",34
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,17,"UNABLE TO REPORT, CLOTTED SAMPLE.",31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,18,UNABLE TO REPORT.  APTT <20 SECONDS.,30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,19,"UNABLE TO REPORT, SPECIMEN CLOTTED.",29
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,20,"UNABLE TO REPORT, APTT <20 SECONDS.",24
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,21,"UNABLE TO REPORT, QNS.",23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,22,UNABLE TO REPORT.  PTT CLOTTED.,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,23,UNABLE TO REPORT.  PTT < 20.,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,24,UNABLE TO REPORT.  PTT <20 SECONDS.,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,25,UNABLE TO REPORT.  APTT < 20 SECONDS.,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,26,UNABLE TO REPORT.  PTT < 20.0 SECONDS.  NO CLOT DETECTED.,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,27,UNABLE TO REPORT.  QNS SPECIMEN.,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,28,UNABLE TO REPORT.  PTT IS LESS THAN 20 SECONDS.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,29,UNABLE TO REPORT.  QUANTITY NOT SUFFICIENT.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,30,UNABLE TO REPORT.  SPECIMEN FOR PT AND PTT CLOTTED.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,31,UNABLE.  UNABLE TO REPORT.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,32,"UNABLE TO REPORT,QNS.",11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,33,UNABLE TO REPORT.  PTT < 20.0.,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,34,UNABLE,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,35,UNABLE TO REPORT-SPECIMEN CLOTTED.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,36,"UNABLE TO REPORT,APTT <20 SECONDS.",9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,37,UNABLE TO REPORT PTT.,8
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,38,VERIFIED BY REPLICATE ANALYSIS.,7
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,39,UNABLE TO PERFORM TEST.,5
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51275,40,"UNABLE TO REPORT,QNS",2
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51276,1,___,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51276,2,>19.5*.,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51276,3,UNABLE TO REPORT.,4
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,1,UNABLE TO REPORT.,5171
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,2,___,2015
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,3,UNABLE TO REPORT.  Dimorphic Population.,203
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,4,UNABLE TO REPORT CLOTTED.,95
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,5,UNABLE TO REPORT.  DIMORPHIC POPULATION.,73
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,6,UNABLE TO PERFORM.,65
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,7,UNABLE TO RESULT.,56
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,8,UNABLE TO REPORT DUE TO DIMORPHIC POPULATION.,31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,9,UNABLE TO REPORT.   SPECIMEN CLOTTED.,31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,10,UNABLE TO REPORT QNS.,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,11,UNABLE.  UNABLE TO PERFORM TEST.,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,12,ERROR.  DISREGARD PREVIOUS RESULT OF 13.4.,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,13,ERROR.  DISREGARD PREVIOUS RESULT OF 13.2.,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,14,ERROR.  DISREGARD PREVIOUS RESULT OF 14.1.,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,15,ERROR.  DISREGARD PREVIOUS RESULT OF 12.7.,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,16,"UNABLE TO REPORT, DIMORPHIC POPULATION.",15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,17,UNABLE TO REPORT.  RDW IS NOT MEASURED WHEN DIMORPHIC POPULATION OF RBC IS PRESENT.,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,18,ERROR.  DISREGARD PREVIOUS RESULT OF 13.5.,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,19,ERROR.  DISREGARD PREVIOUS RESULT OF 14.6.,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,20,ERROR.  DISREGARD PREVIOUS RESULT OF 12.8.,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,21,ERROR.  DISREGARD PREVIOUS RESULT OF 13.6.,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,22,ERROR.  DISREGARD PREVIOUS RESULT OF 14.7.,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,23,ERROR.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,24,ERROR.  DISREGARD PREVIOUS RESULT OF 12.9.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,25,ERROR.  DISREGARD PREVIOUS RESULT OF 13.1.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,26,ERROR.  DISREGARD PREVIOUS RESULT OF 13.3.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,27,ERROR.  DISREGARD PREVIOUS RESULT OF 16.3.,12
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,28,ERROR.  DISREGARD PREVIOUS RESULT OF 14.0.,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,29,NOT MEASURED.  Dimorphic Population.,11
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,30,ERROR.  DISREGARD PREVIOUS RESULT OF 12.6.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,31,ERROR.  DISREGARD PREVIOUS RESULT OF 13.7.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,32,ERROR.  DISREGARD PREVIOUS RESULT OF 13.8.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,33,ERROR.  DISREGARD PREVIOUS RESULT OF 13.9.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,34,ERROR.  DISREGARD PREVIOUS RESULT OF 14.2.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,35,ERROR.  DISREGARD PREVIOUS RESULT OF 14.9.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,36,UANBLE TO REPORT.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,37,UNABLE TO REPORT.   SPECIMEN QNS.,10
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,38,ERROR.  DISREGARD PREVIOUS RESULT OF 14.5.,9
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51277,39,ERROR.  DISREGARD PREVIOUS RESULT OF 15.2.,9
