element,system,code,display,occurrences
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0F9C30Z,"Drainage of Ampulla of Vater with Drainage Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0F9G0ZZ,"Drainage of Pancreas, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FB43ZX,"Excision of Gallbladder, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FB48ZX,"Excision of Gallbladder, Via Natural or Artificial Opening Endoscopic, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FB60ZX,"Excision of Left Hepatic Duct, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FB63ZX,"Excision of Left Hepatic Duct, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FB84ZZ,"Excision of Cystic Duct, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FBC4ZZ,"Excision of Ampulla of Vater, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FBD0ZX,"Excision of Pancreatic Duct, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FD53ZX,"Extraction of Right Hepatic Duct, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FD63ZX,"Extraction of Left Hepatic Duct, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FF88ZZ,"Fragmentation in Cystic Duct, Via Natural or Artificial Opening Endoscopic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FL68DZ,"Occlusion of Left Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FN24ZZ,"Release Left Lobe Liver, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FNG4ZZ,"Release Pancreas, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FPB7DZ,"Removal of Intraluminal Device from Hepatobiliary Duct, Via Natural or Artificial Opening",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FPD0DZ,"Removal of Intraluminal Device from Pancreatic Duct, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FQ23ZZ,"Repair Left Lobe Liver, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FQ50ZZ,"Repair Right Hepatic Duct, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FQ70ZZ,"Repair Common Hepatic Duct, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FQ80ZZ,"Repair Cystic Duct, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FT24ZZ,"Resection of Left Lobe Liver, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FTC8ZZ,"Resection of Ampulla of Vater, Via Natural or Artificial Opening Endoscopic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FTG4ZZ,"Resection of Pancreas, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0FU83JZ,"Supplement Cystic Duct with Synthetic Substitute, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0GB34ZZ,"Excision of Right Adrenal Gland, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0GBQ0ZZ,"Excision of Multiple Parathyroid Glands, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0GSR0ZZ,"Reposition Parathyroid Gland, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0GTP0ZZ,"Resection of Left Inferior Parathyroid Gland, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H0V0JZ,"Alteration of Bilateral Breast with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H8HXZZ,"Division of Right Upper Leg Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H8KXZZ,"Division of Right Lower Leg Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H90XZX,"Drainage of Scalp Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H91XZX,"Drainage of Face Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H96X0Z,"Drainage of Back Skin with Drainage Device, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H96XZX,"Drainage of Back Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H9BXZX,"Drainage of Right Upper Arm Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H9CXZX,"Drainage of Left Upper Arm Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0H9LXZX,"Drainage of Left Lower Leg Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HB1XZZ,"Excision of Face Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HB3XZX,"Excision of Left Ear Skin, External Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HB3XZZ,"Excision of Left Ear Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HBGXZZ,"Excision of Left Hand Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HC5XZZ,"Extirpation of Matter from Chest Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HCEXZZ,"Extirpation of Matter from Left Lower Arm Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HCHXZZ,"Extirpation of Matter from Right Upper Leg Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HD1XZZ,"Extraction of Face Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HD8XZZ,"Extraction of Buttock Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HD9XZZ,"Extraction of Perineum Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HDDXZZ,"Extraction of Right Lower Arm Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HJU3ZZ,"Inspection of Left Breast, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HQ3XZZ,"Repair Left Ear Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HR0X73,"Replacement of Scalp Skin with Autologous Tissue Substitute, Full Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HR3X74,"Replacement of Left Ear Skin with Autologous Tissue Substitute, Partial Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HR9X74,"Replacement of Perineum Skin with Autologous Tissue Substitute, Partial Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRCX74,"Replacement of Left Upper Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRDXK3,"Replacement of Right Lower Arm Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRJX73,"Replacement of Left Upper Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRKXK3,"Replacement of Right Lower Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRMX73,"Replacement of Right Foot Skin with Autologous Tissue Substitute, Full Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRNXK4,"Replacement of Left Foot Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRT07Z,"Replacement of Right Breast with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRU076,"Replacement of Left Breast using Transverse Rectus Abdominis Myocutaneous Flap, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRU079,"Replacement of Left Breast using Gluteal Artery Perforator Flap, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HRV37Z,"Replacement of Bilateral Breast with Autologous Tissue Substitute, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HSU0ZZ,"Reposition Left Breast, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HSV0ZZ,"Reposition Bilateral Breast, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HUU0JZ,"Supplement Left Breast with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HUV0JZ,"Supplement Bilateral Breast with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HUV37Z,"Supplement Bilateral Breast with Autologous Tissue Substitute, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HWT0JZ,"Revision of Synthetic Substitute in Right Breast, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HWUX7Z,"Revision of Autologous Tissue Substitute in Left Breast, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HX5XZZ,"Transfer Chest Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0HXCXZZ,"Transfer Left Upper Arm Skin, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J2WXYZ,"Change Other Device in Lower Extremity Subcutaneous Tissue and Fascia, External Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J880ZZ,"Division of Abdomen Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J8F0ZZ,"Division of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J8K0ZZ,"Division of Left Hand Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J8L0ZZ,"Division of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J8W0ZZ,"Division of Lower Extremity Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J900ZZ,"Drainage of Scalp Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9030Z,"Drainage of Scalp Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J903ZZ,"Drainage of Scalp Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9100Z,"Drainage of Face Subcutaneous Tissue and Fascia with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J960ZX,"Drainage of Chest Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J990ZX,"Drainage of Buttock Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J993ZX,"Drainage of Buttock Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9F3ZZ,"Drainage of Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9G3ZX,"Drainage of Right Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9H00Z,"Drainage of Left Lower Arm Subcutaneous Tissue and Fascia with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9K00Z,"Drainage of Left Hand Subcutaneous Tissue and Fascia with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9K3ZZ,"Drainage of Left Hand Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9L0ZX,"Drainage of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9M00Z,"Drainage of Left Upper Leg Subcutaneous Tissue and Fascia with Drainage Device, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0J9N30Z,"Drainage of Right Lower Leg Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JB83ZZ,"Excision of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JBF3ZX,"Excision of Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JBH3ZZ,"Excision of Left Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JBR3ZZ,"Excision of Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JC00ZZ,"Extirpation of Matter from Scalp Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JCM3ZZ,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JCR3ZZ,"Extirpation of Matter from Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JD73ZZ,"Extraction of Back Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JDC3ZZ,"Extraction of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JDD3ZZ,"Extraction of Right Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH60FZ,"Insertion of Subcutaneous Defibrillator Lead into Chest Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH60VZ,"Insertion of Infusion Pump into Chest Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH634Z,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH70BZ,"Insertion of Single Array Stimulator Generator into Back Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH70CZ,"Insertion of Single Array Rechargeable Stimulator Generator into Back Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH806Z,"Insertion of Pacemaker, Dual Chamber into Abdomen Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH80WZ,"Insertion of Totally Implantable Vascular Access Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JH80XZ,"Insertion of Tunneled Vascular Access Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JHT33Z,"Insertion of Infusion Device into Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JJW3ZZ,"Inspection of Lower Extremity Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JNC3ZZ,"Release Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JPT07Z,"Removal of Autologous Tissue Substitute from Trunk Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JPT0YZ,"Removal of Other Device from Trunk Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JPW3WZ,"Removal of Totally Implantable Vascular Access Device from Lower Extremity Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JQ50ZZ,"Repair Left Neck Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JQ83ZZ,"Repair Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JQB0ZZ,"Repair Perineum Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JQP3ZZ,"Repair Left Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JRK07Z,"Replacement of Left Hand Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JU007Z,"Supplement of Scalp Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JU137Z,"Supplement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JU407Z,"Supplement of Right Neck Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JUB0JZ,"Supplement of Perineum Subcutaneous Tissue and Fascia with Synthetic Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JUC0KZ,"Supplement of Pelvic Region Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JWT0JZ,"Revision of Synthetic Substitute in Trunk Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JWT0MZ,"Revision of Stimulator Generator in Trunk Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JWT3XZ,"Revision of Tunneled Vascular Access Device in Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JX10ZB,"Transfer Face Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JX50ZC,"Transfer Left Neck Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JX60ZC,"Transfer Chest Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JX70ZB,"Transfer Back Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXB0ZB,"Transfer Perineum Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXC0ZC,"Transfer Pelvic Region Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXF0ZC,"Transfer Left Upper Arm Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXG0ZB,"Transfer Right Lower Arm Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXH0ZC,"Transfer Left Lower Arm Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXK0ZB,"Transfer Left Hand Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXK0ZC,"Transfer Left Hand Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXL0ZB,"Transfer Right Upper Leg Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXL0ZZ,"Transfer Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXM0ZZ,"Transfer Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0JXQ0ZB,"Transfer Right Foot Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K840ZZ,"Division of Tongue, Palate, Pharynx Muscle, Open Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K844ZZ,"Division of Tongue, Palate, Pharynx Muscle, Percutaneous Endoscopic Approach",2
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-procedure-icd10,0K8R0ZZ,"Division of Left Upper Leg Muscle, Open Approach",2
