mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00006065,Analgesic - Neurolysis Agents,,,"code-search proposed 373265006 'Analgesic' at 0.75, below the 0.8 threshold.",373265006,Analgesic,0.75,below-threshold,Broadest analgesic substance; no neurolysis agent code exists
00006072,Antiretroviral - HIV-1 Integrase Strand Transfer Inhibitors,427965001,Integrase strand transfer inhibitor,,427965001,Integrase strand transfer inhibitor,0.90,ok,FSN matches the class of integrase strand transfer inhibitors
00006079,"Antithyroid Agents, Thionamides - Thiouracil Derivatives",418416001,Antithyroid agent,,418416001,Antithyroid agent,0.80,ok,Broadest match for thionamide/thiouracil antithyroid class
00006080,"Antithyroid Agents, Thionamides - Imidazole Derivatives",,,"code-search proposed 418416001 'Antithyroid agent' at 0.75, below the 0.8 threshold.",418416001,Antithyroid agent,0.75,below-threshold,Closest broader match; no code for thionamide-imidazole subclass
00006081,Thyroid Hormones - Synthetic T4 (Thyroxine),126202002,Levothyroxine sodium,,126202002,Levothyroxine sodium,0.85,ok,Synthetic T4 (thyroxine) is levothyroxine
00006082,Thyroid Hormones - Synthetic T3 (Triiodothyronine),61275002,Liothyronine,,61275002,Liothyronine,0.85,ok,Liothyronine is synthetic T3/triiodothyronine; matches substance semantics
00006084,Antidote - Activated Charcoal,32519007,Activated charcoal,,32519007,Activated charcoal,0.95,ok,FSN 'Activated charcoal' matches input substance exactly; antidote role is use context
00006086,Human Insulins - Fixed Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00006087,Insulin Analogs - Fixed Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00006089,Insulin Analogs - Rapid Acting,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00006090,Human Insulins - Short Acting,420609005,Insulin neutral human,,420609005,Insulin neutral human,0.85,ok,Short-acting human insulin = regular/soluble human insulin
00006092,Human Insulins - Intermediate Acting,421367005,Insulin isophane human,,421367005,Insulin isophane human,0.92,ok,Human isophane (NPH) insulin is the intermediate-acting human insulin
00006094,Insulin Analogs - Long Acting,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00006112,Medical Supplies and DME - Compression Stockings,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00006116,Phenylketonuria(PKU) Tx Agents - Cofactor of Phenylalanine Hydroxylase,432859002,Sapropterin,,432859002,Sapropterin,0.85,ok,Sapropterin is the PKU treatment agent acting as phenylalanine hydroxylase cofactor
00006121,"Medical Supplies and DME - Crutches, Walkers, and related devices",,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00006125,Bipolar Therapy Agents -  Anticonvulsant Type,255632006,Antiseizure drug,,255632006,Anticonvulsant (substance),0.80,ok,Substance class matches 'Anticonvulsant Type'; bipolar use is context
00006126,Bipolar Therapy Agents - Atypical Antipsychotics,,,"code-search proposed 372482001 'Anti-psychotic agent' at 0.70, below the 0.8 threshold.",372482001,Anti-psychotic agent,0.70,below-threshold,Broader match for atypical antipsychotics; no atypical-specific substance class found
00006132,Nutritional Product - Ketogenic Formulation,,,"code-search proposed 78583011000036109 'High fat formula with vitamins, minerals and trace elements and low in protein and carbohydrate' at 0.75, below the 0.8 threshold.",78583011000036109,"High fat formula with vitamins, minerals and trace elements and low in protein and carbohydrate",0.75,below-threshold,"Ketogenic formulation = high fat, low carb/protein formula; closest match"
00006137,Chelating Agents - Copper,372627001,Chelating agent,,372627001,Chelating agent,0.85,ok,"FSN matches chelating agent class; copper is a qualifier, no specific copper-chelator concept"
00006138,Chelating Agents - Iron,372627001,Chelating agent,,372627001,Chelating agent,0.80,ok,"Best match; captures chelating agent class, iron qualifier not coddable"
00006139,"Renin Inhibitor, Direct and Diuretic Combinations",,,"code-search proposed 426228001 'Renin inhibitor' at 0.70, below the 0.8 threshold.",426228001,Renin inhibitor,0.70,below-threshold,Direct renin inhibitor component; combination not coded
00006143,Minerals and Electrolytes - Calcium Replacement/Vitamin D Combinations,438581000124107,Calcium supplement,,438581000124107,Calcium supplement,0.85,ok,Calcium replacement component of the combination
00006147,Mouth and Throat - Non-Opioid Antitussive - Local Anesthetic Combos,,,"code-search proposed 372791003 'Antitussive agent' at 0.50, below the 0.8 threshold.",372791003,Antitussive agent,0.50,below-threshold,Combination class; antitussive component as primary
00006149,Medical Supplies and DME - Subcutaneous Insulin Pump,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00006151,"Sodium Chloride Solutions, Concentrated",373766008,Hypertonic saline,,373766008,Hypertonic saline,0.88,ok,Concentrated NaCl solution corresponds to hypertonic saline
00006152,Dextrose Solutions,,,code-search proposed 785369003 'Glucose only product in parenteral dose form' at 0.80 but that code is not a member of SNOMED CT <<105590001.,785369003,Glucose only product in parenteral dose form,0.80,out-of-constraint,Dextrose solutions = IV glucose solutions; parenteral form best fit
00006156,Migraine Therapy - Serotonin Agonist 5-HT(1) and NSAID Comb.,,,"code-search proposed 108405004 'Serotonin 5-HT1 receptor agonist' at 0.70, below the 0.8 threshold.",108405004,Serotonin 5-HT1 receptor agonist,0.70,below-threshold,5-HT(1) agonist component of combination
00006157,"Dextrose Solutions, Concentrated",,,"code-search proposed 31294011000036103 'Glucose liquid' at 0.70, below the 0.8 threshold.",31294011000036103,Glucose liquid,0.70,below-threshold,Dextrose solution as a substance; concentration not captured but best match
00006158,Diluents - Sodium Chloride,387390002,Sodium chloride,,387390002,Sodium chloride (substance),0.90,ok,FSN matches the substance; 'diluents' is context
00006159,Diluents - Sterile Water for Injection,,,code-search proposed 1429021000168105 'Sterile water for injection' at 0.97 but that concept is inactive or outside the SNOMED CT international core module.,1429021000168105,Sterile water for injection,0.97,gate-failed,FSN matches input exactly
00006161,Dextrose and Sodium Chloride Solutions,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 4 tool call(s)
00006163,Ringer's and Lactated Ringer's Solutions,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,No candidate matches Ringer's solution in this Substance ValueSet. The search returned no Ringer's or Lactated Ringer's solution code. Returning empty.
00006164,"Mu-Opioid Receptor Antagonists, Peripherally-Acting",,,"code-search proposed 372656001 'Opioid receptor antagonist' at 0.75, below the 0.8 threshold.",372656001,Opioid receptor antagonist,0.75,below-threshold,Closest broader match; no specific peripherally-acting mu-opioid antagonist concept exists
00006167,NSAID Analgesic and Topical Irritant Counter-Irritant Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00006168,Skeletal Muscle Relaxant and Topical Irritant Counter-Irritant Comb.,,,"code-search proposed 372666009 'Skeletal muscle relaxant' at 0.70, below the 0.8 threshold.",372666009,Skeletal muscle relaxant,0.70,below-threshold,Combination product; primary component is skeletal muscle relaxant
00006169,Vitamins - D and K Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00006171,Thrombopoietin Receptor Agonists,438997005,Thrombopoietin receptor agonist,,438997005,Thrombopoietin receptor agonist,0.85,ok,
00006182,Direct Factor Xa Inhibitors,385577009,Coagulation factor Xa inhibitor,,385577009,Coagulation factor Xa inhibitor,0.95,ok,FSN matches input exactly
00006183,Indirect Factor Xa Inhibitors,385577009,Coagulation factor Xa inhibitor,,385577009,Coagulation factor Xa inhibitor,0.80,ok,Class matches; 'indirect' qualifier not captured by any single code
00006184,Cephalosporin Antibiotics - 5th Generation,1359953001,Fifth generation cephalosporin,,1359953001,Fifth generation cephalosporin,0.97,ok,FSN matches input exactly
00006185,"Ophthalmic - Local Anesthetic, Amides",1354705008,Amide local anaesthetic,,1354705008,Amide local anesthetic,0.90,ok,FSN matches the amide local anesthetic class; 'ophthalmic' is route qualifier not part of substance
00006186,Bradykinin B2 Receptor Antagonists,703833004,Bradykinin B2 inhibitor,,703833004,Bradykinin B2 inhibitor,0.90,ok,FSN matches bradykinin B2 antagonist class; general class not specific drug
00006188,C1 Esterase Inhibitor Agents,34737006,C1 esterase inhibitor,,34737006,C1 esterase inhibitor,0.95,ok,FSN matches input exactly; substance with C1 esterase inhibitor mechanism
00006192,CXCR4 Chemokine Receptor Antagonists,,,"code-search proposed 429602006 'Chemokine receptor antagonist' at 0.75, below the 0.8 threshold.",429602006,Chemokine receptor antagonist,0.75,below-threshold,No CXCR4-specific code exists; closest broader match captures chemokine receptor antagonist meaning
00006193,"Hair Growth, Topical Hypertrichotic Agents, Eyelashes",,,"code-search proposed 129492005 'Bimatoprost' at 0.70, below the 0.8 threshold.",129492005,Bimatoprost,0.70,below-threshold,"Topical eyelash growth agent; class input, specific substance closest"
00006198,"Vitamins - A and D Combinations, Systemic",82622003,Vitamin A,,82622003,Vitamin A,0.80,ok,No single code for A+D combination; primary concept Vitamin A
00006199,Anticonvulsant - Functionalized Amino Acid,,,"code-search proposed 386845007 'Gabapentin' at 0.70, below the 0.8 threshold.",386845007,Gabapentin,0.70,below-threshold,Functionalized amino acid anticonvulsant; gabapentin is prototypical GABA analogue
00006200,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",,,"code-search proposed 443465002 'Ustekinumab' at 0.72, below the 0.8 threshold.",443465002,Ustekinumab,0.72,below-threshold,IL-12/IL-23 inhibitor antipsoriatic monoclonal antibody; ustekinumab matches this class
00006201,Immune Serums - Botulinum Antitoxins,385336006,Botulinum antitoxin,,385336006,Botulinum antitoxin,0.90,ok,FSN matches botulinum antitoxin; general term fits category
00006204,Fibromyalgia Agents - Serotonin-Norepinephrine Reuptake-Inhib (SNRIs),767560006,Noradrenaline reuptake inhibitor and serotonin reuptake inhibitor,,767560006,Noradrenaline reuptake inhibitor and serotonin reuptake inhibitor,0.95,ok,FSN matches SNRIs mechanism of action class
00006205,Nutritional Product - Medical Condition Specific Formulation,439181000124105,Medical food,,439181000124105,Medical food,0.85,ok,Medical food is a nutritional product for specific medical conditions
00006206,Angiotensin II Receptor Blocker (ARB)-Calcium Channel Blocker-Diuretic,,,"code-search proposed 372913009 'Angiotensin II receptor antagonist' at 0.70, below the 0.8 threshold.",372913009,Angiotensin II receptor antagonist,0.70,below-threshold,Primary component of ARB-CCB-diuretic combination; no single substance code captures the triple combination
00006207,Diuretic - Selective Arginine Vasopressin V2 Receptor Antagonists,422027004,Vasopressin receptor antagonist,,422027004,Vasopressin receptor antagonist,0.80,ok,"FSN matches; no V2-specific code exists, broader captures meaning"
00006210,"DMARD - Interleukin-6 (IL-6) Receptor Inhibitors, Monoclonal Antibody",784015001,Interleukin 6 receptor antagonist,,784015001,Interleukin 6 receptor antagonist,0.85,ok,FSN matches IL-6 receptor inhibitor class; DMARD/monoclonal qualifiers not coded here
00006212,Anti-inflammatory - Interleukin-1 beta Blockers,430866006,Interleukin 1 receptor antagonist,,430866006,Interleukin 1 receptor antagonist,0.85,ok,FSN 'Substance with interleukin 1 receptor antagonist mechanism of action' matches IL-1 beta blockers; no beta-specific mechanism concept exists
00006214,Anticonvulsant - GABA Transaminase (GABA-T) Inhibitor,413354000,4-aminobutyrate - 2-oxoglutarate transaminase inhibitor,,413354000,4-aminobutyrate - 2-oxoglutarate transaminase inhibitor,0.95,ok,FSN matches mechanism-of-action substance exactly
00006217,Antipsychotic - Atyp Dopamine-Serotonin Antag Dibenzo-Oxepino Pyrroles,,,"code-search proposed 443375003 'Asenapine' at 0.75, below the 0.8 threshold.",443375003,Asenapine,0.75,below-threshold,Dibenzo-oxepino pyrrole atypical antipsychotic; class description maps to Asenapine
00006219,Attention Deficit-Hyperact. Disorder (ADHD)- alpha-2 Receptor Agonist,372548005,Alpha-2 adrenergic receptor agonist,,372548005,Alpha-2 adrenergic receptor agonist,0.85,ok,FSN matches alpha-2 receptor agonist class; ADHD is indication context
00006221,Vaccine Viral - Influenza A and B,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00006227,"Patent Ductus Arteriosus (PDA) Treatment Agents, Prostaglandin-type",48988008,Alprostadil,,48988008,Alprostadil,0.85,ok,Prostaglandin E1 — the specific prostaglandin-type agent used to maintain PDA patency
00006231,Multiple Sclerosis Agent - Potassium Channel Blocker,415152007,Potassium channel blocker,,415152007,Potassium channel blocker,0.85,ok,"Core substance class matches; MS agent is therapeutic context, not substance"
00006232,"Musculoskeletal Tx Agent-Joint Contracture Therapy, Collagenase Enzyme",56355009,Collagenase clostridium histolyticum,,56355009,Collagenase clostridium histolyticum,0.85,ok,Collagenase enzyme used for joint contracture therapy; FSN matches agent
00006235,Gastrointestinal - Prokinetic Agents - 5-HT4 Receptor Agonists,783582009,Serotonin 5-HT4 receptor agonist,,783582009,Serotonin 5-HT4 receptor agonist,0.95,ok,FSN matches the class of agents sought
00006237,"Antineoplastic - Immunotherapy, Therapeutic Vaccines",,,"code-search proposed 372688009 'Antineoplastic agent' at 0.70, below the 0.8 threshold.",372688009,Antineoplastic agent,0.70,below-threshold,Broadest antineoplastic substance matching the class
00006238,BPH Agent- 5-alpha Reductase Inhib and alpha-1 Adrenoceptor Antag Comb,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00006239,"RANK ligand (RANKL) inhibitor, MC Antibody",764144005,RANK ligand inhibitor,,764144005,RANK ligand inhibitor,0.90,ok,FSN matches RANKL inhibitor class; MC Antibody is a qualifier
00006240,Contraceptive Oral - Quadraphasic,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00006241,Dermatological - Antiviral-Glucocorticoid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"<｜｜DSML｜｜tool_calls>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">antiviral and glucocorticoid</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">combination antiviral</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">dermatologic agent</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
</｜｜DSML｜｜tool_calls>"
00006243,Diagnostic Drugs - Gastrointestinal Radiological Adjunct,,,"code-search proposed 396014007 'Barium sulfate' at 0.75, below the 0.8 threshold.",396014007,Barium sulfate,0.75,below-threshold,GI radiological adjunct diagnostic drug; barium sulfate is the classic GI contrast agent
00006244,Sedative-Hypnotic - Tricyclic Antidepressant Type,373253007,Tricyclic antidepressant,,373253007,Tricyclic antidepressant,0.80,ok,FSN matches the tricyclic antidepressant component of the compound class
00006245,Asthma/COPD -  Phosphodiesterase-4 (PDE4) inhibitors,703351007,Phosphodiesterase 4 inhibitor,,703351007,Phosphodiesterase 4 inhibitor,0.95,ok,FSN matches PDE4 inhibitor class exactly
00006248,Alternative Therapy - Dietary Supplement - Digestive Enzyme Mixtures,,,"code-search proposed 21891005 'Digestive enzyme' at 0.75, below the 0.8 threshold.",21891005,Digestive enzyme,0.75,below-threshold,Substance matching digestive enzyme mixture; no exact mixture code
00006249,Multiple Sclerosis Agent - Sphingosine 1-phosphate receptor modulator,786995002,Sphingosine 1-phosphate receptor agonist,,786995002,Sphingosine 1-phosphate receptor agonist,0.80,ok,"No exact 'modulator' code; S1P receptor agonists are the class used in MS, closest match"
00006250,Emergency Contraceptives - Progestin Type,,,"code-search proposed 126109000 'Levonorgestrel' at 0.75, below the 0.8 threshold.",126109000,Levonorgestrel,0.75,below-threshold,Progestin-type emergency contraceptive substance
00006251,Emergency Contraceptives - Progesterone Agonist/Antagonist Type,1055274000,Selective progesterone receptor modulator,,1055274000,Selective progesterone receptor modulator,0.80,ok,SPRM captures mixed progesterone agonist/antagonist mechanism; 'emergency contraceptive' use not codable in Substance VS
00006252,Antihyperglycemic - Dopamine Receptor Agonists,418222008,Dopamine receptor agonist,,418222008,Dopamine receptor agonist,0.85,ok,Dopamine receptor agonist substance matches mechanism; antihyperglycemic is therapeutic qualifier
00006255,"Antineoplastic - Halichondrin B Analogs, Microtubule Inhibitors",708166000,Eribulin,,708166000,Eribulin,0.85,ok,Eribulin is the halichondrin B analog microtubule inhibitor; FSN matches class
00006256,Vaginal Lubricants and Moisturizers,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00006258,"Pseudobulbar Affect (PBA) Agents, NMDA antagonists type",414858002,NMDA receptor antagonist,,414858002,Substance with N-methyl-D-aspartate receptor antagonist mechanism of action,0.80,ok,NMDA antagonist class matches 'NMDA antagonists type'; PBA use is unstated qualifier
00006259,Antifungal-Anti-inflammatory Steroid-Antihistamine Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00006260,Antifungal-Antibiotic-Anti-inflammatory Steroid-Antihistamine Comb,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00006262,Therapy for Drooling- primary or secondary sialorrhea-Anticholinergic,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00006263,Platelet Aggregation Inhib - Cyclopentyl-triazolo-pyrimidines (CPTPs),,,"code-search proposed 771452004 'Platelet aggregation inhibitor' at 0.75, below the 0.8 threshold.",771452004,Platelet aggregation inhibitor,0.75,below-threshold,No CPTP class substance exists; broadest capture of input meaning
00006266,Factor XIII Preparations,,,code-search proposed 319930009 'Coagulation factor XIII-containing product (medicinal product)' at 0.90 but that code is not a member of SNOMED CT <<105590001.,319930009,Coagulation factor XIII-containing product (medicinal product),0.90,out-of-constraint,FSN 'Product containing coagulation factor XIII' matches 'preparations' meaning
00006267,Immunomodulator B-Lymphocyte Stimulator (BLyS)-Specific Inhibitor MCAB,449043000,Belimumab,,449043000,Belimumab,0.85,ok,Belimumab is the BLyS-specific inhibitor MCAB; exact substance match
00006268,"Antineoplastic - Cytotoxic T-Lymphocyte antigen (CTLA-4),R-MC Antibody",697995005,Ipilimumab,,697995005,Ipilimumab,0.85,ok,CTLA-4 antineoplastic monoclonal antibody; Ipilimumab is the specific agent
00006272,Human Chorionic Gonadotropin (hCG),,,code-search proposed 59433001 'Human chorionic gonadotrophin' at 0.87 but that concept is inactive or outside the SNOMED CT international core module.,59433001,Human chorionic gonadotrophin,0.87,gate-failed,
00006273,Follicle-Stimulating Hormone (FSH),25217009,Pituitary follicle stimulating hormone,,25217009,Pituitary follicle stimulating hormone,0.95,ok,FSH synonym matches input exactly
00006275,Follicle-Stimulating and Luteinizing Hormones,16395007,Pituitary gonadotropin,,16395007,Pituitary gonadotropin,0.85,ok,Parent class encompassing both FSH and LH
00006276,"Antineoplastic -  CYP17 (17 alpha-hydroxylase/C17,20-lyase) inhibitor",771360004,Cytochrome P450 17A1 inhibitor,,771360004,Substance with cytochrome P450 17A1 inhibitor mechanism of action,0.85,ok,CYP17 = cytochrome P450 17A1; mechanism matches
00006279,Antidepressant - SSRI and 5HT1A Partial Agonist,702837008,Vilazodone,,702837008,Vilazodone,0.90,ok,Vilazodone is an SSRI and 5HT1A partial agonist antidepressant
00006280,NSAID Analgesic and Histamine H2 Receptor Antagonist Combinations,372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.85,ok,Primary component of combination; no single code for the combination exists
00006281,Heparin Flush Formulations,372877000,Heparin,,372877000,Heparin,0.80,ok,Heparin flush is a formulation of heparin; core substance matches
00006282,Hepatitis C - NS3/4A Serine Protease Inhibitors,714426007,Hepatitis C virus NS3/4A protease inhibitor,,714426007,Hepatitis C virus NS3/4A protease inhibitor,0.95,ok,FSN matches input exactly
00006286,Immune Globulin - Hepatitis B,,,code-search proposed 73640011000036101 'Hepatitis B virus immunoglobulin' at 0.95 but that concept is inactive or outside the SNOMED CT international core module.,73640011000036101,Hepatitis B virus immunoglobulin,0.95,gate-failed,FSN matches immune globulin for hepatitis B
00006290,Immune Globulin - Rho(D),769102002,Human anti-D immunoglobulin,,769102002,Human anti-D immunoglobulin,0.90,ok,Synonym 'Human rho(D) immunoglobulin' matches input
00006292,"Immune Globulin - gamma globulin (IgG), human",420084002,Human immunoglobulin,,420084002,Human immunoglobulin,0.85,ok,"General human immune globulin; candidates are all disease-specific, overstepping"
00006295,Anticonvulsant - Potassium Channel Opener,,,"code-search proposed 771376008 'Potassium channel activator' at 0.75, below the 0.8 threshold.",771376008,Potassium channel activator,0.75,below-threshold,FSN matches potassium channel opener mechanism; anticonvulsant qualifier not represented in VS
00006296,Immunosuppressive - Selective T-cell costimulation blocker,421777009,Abatacept,,421777009,Abatacept,0.85,ok,Selective T-cell costimulation blocker; prototypical class member
00006301,Postherpetic Neuralgia Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 4 tool call(s)
00006315,Antineoplastic - Janus Kinase (JAK) Inhibitors,704312008,Janus kinase inhibitor,,704312008,Janus kinase inhibitor,0.85,ok,Class-level JAK inhibitor matches input; antineoplastic use is unstated qualifier
00006318,Vascular Endothelial Growth Factor(VEGF-A and PlGF)Receptor Inhibitors,786910006,Vascular endothelial growth factor receptor antagonist,,786910006,Vascular endothelial growth factor receptor antagonist,0.85,ok,FSN matches VEGF receptor inhibitor mechanism; VEGF-A/PlGF targets are qualifiers of this class
00006327,Mouth and Throat - Local Anesthetic and Antiseptic Lozenges,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 5 tool call(s)
00006329,Methotrexate Rescue Agents,396065004,Folinic acid,,396065004,Folinic acid,0.80,ok,Folinic acid (leucovorin) is the methotrexate rescue agent; no class code exists
00006331,Anal Fissure Pain/Treatment Agents - Nitrates,387404004,Glyceryl trinitrate,,387404004,Glyceryl trinitrate,0.85,ok,Nitrate treatment agent for anal fissure pain
00006333,Antineoplastic - Hedgehog Pathway Inhibitor,,,"code-search proposed 703812008 'Vismodegib' at 0.50, below the 0.8 threshold.",703812008,Vismodegib,0.50,below-threshold,Hedgehog pathway inhibitor; vismodegib is one such antineoplastic agent
00006336,Prenatal Vitamins with Low or No Iron (less than 27 mg),,,"code-search proposed 438681000124106 'Multivitamin multimineral supplement' at 0.70, below the 0.8 threshold.",438681000124106,Multivitamin multimineral supplement,0.70,below-threshold,No prenatal vitamin concept; closest broader match is multivitamin multimineral supplement
00006346,Dermatological - Glucocorticoid-Skin Cleanser Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The search text describes a combination product (glucocorticoid + skin cleanser) for dermatological use. No single substance code captures this combination. The ValueSet is Substance (<<105590001). The input is a combination product concept, not a single substance. No candidate matches this meaning."
00006361,Nasal Antihistamine and Anti-inflammatory Steroid Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00006362,Antidiarrheal Miscellaneous Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 4 tool call(s)
00006369,Overactive Bladder Agents - Beta -3 Adrenergic Receptor Agonist,765318009,Selective beta-3 agonist,,765318009,Selective beta-3 agonist,0.90,ok,FSN matches beta-3 adrenergic receptor agonist class
00006377,"Antiretroviral- Nucleoside and Nucleotide Analogs,Integrase Inhibitors",,,"code-search proposed 713540004 'Antiretroviral' at 0.60, below the 0.8 threshold.",713540004,Antiretroviral,0.60,below-threshold,Broadest concept covering both named classes
00006378,IBS Agent - Guanylate Cyclase-C (GC-C) Agonists,725687001,Guanylate cyclase 2C agonist,,725687001,Guanylate cyclase 2C agonist,0.90,ok,FSN matches agent class; specific drugs are narrower
00006379,Multiple Sclerosis Agent - Pyrimidine Synthesis Inhibitors,703785006,Teriflunomide,,703785006,Teriflunomide,0.85,ok,Teriflunomide is the pyrimidine synthesis inhibitor used for multiple sclerosis
00006380,Anticonvulsant - AMPA-Type Glutamate Receptor Antagonists,782514006,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist,,782514006,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist,0.95,ok,AMPA receptor antagonist matches input exactly
00006387,DMARD - Janus Kinase (JAK) Inhibitors,704312008,Janus kinase inhibitor,,704312008,Janus kinase inhibitor,0.90,ok,FSN matches JAK inhibitor class; specific drugs are narrower
00006391,Short Bowel Syndrome (SBS) Agents,,,"code-search proposed 710807004 'Teduglutide' at 0.70, below the 0.8 threshold.",710807004,Teduglutide,0.70,below-threshold,Teduglutide is the agent used for SBS; no broader SBS-agent class exists
00006392,Short Bowel Syndrome (SBS) - glucagon-like peptide-2 (GLP-2) Analog,710807004,Teduglutide,,710807004,Teduglutide,0.85,ok,GLP-2 analog substance; teduglutide is the GLP-2 analog used in SBS
00006395,Antidiarrheal - Gastrointestinal Chloride Channel Inhibitors,725534007,Crofelemer,,725534007,Crofelemer,0.85,ok,Crofelemer is the gastrointestinal chloride channel inhibitor antidiarrheal
00006397,Antihyperglycemic - Sodium Glucose Cotransporter-2 (SGLT2) Inhibitors,703673007,Sodium glucose cotransporter subtype 2 inhibitor,,703673007,Sodium glucose cotransporter subtype 2 inhibitor,0.92,ok,FSN matches SGLT2 inhibitor class; antihyperglycemic qualifier is implied by the substance class
00006398,LHRH (GnRH) Agonist Analog Pituitary Supp. and Progestin Comb.,,,"code-search proposed 49869009 'Gonadotropin releasing factor' at 0.60, below the 0.8 threshold.",49869009,Gonadotropin releasing factor,0.60,below-threshold,Broader match for LHRH/GnRH component; no generic agonist analog class
00006399,Antihyperglycemic-Dipeptidyl Peptidase-4 Inhibit and Thiazolidinedione,423837000,Dipeptidyl peptidase IV inhibitor,,423837000,Dipeptidyl peptidase IV inhibitor,0.85,ok,Primary antihyperglycemic class; combination product input
00006401,Salicylate Analgesic and Xanthine Combinations,,,"code-search proposed 387458008 'Aspirin' at 0.70, below the 0.8 threshold.",387458008,Aspirin,0.70,below-threshold,Salicylate analgesic component of the combination
00006403,Antineoplastic-HER2 Targeted Antibody-Microtubule Inhibitor Conjugate,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,The Substance ValueSet contains no antineoplastic antibody-drug conjugate. The searches return only unrelated substances. No candidate matches this drug class.
00006408,Pulmonary Fibrosis Treatment Agents - Antifibrotic Therapy,,,"code-search proposed 439581000 'Pirfenidone' at 0.70, below the 0.8 threshold.",439581000,Pirfenidone,0.70,below-threshold,Antifibrotic agent for pulmonary fibrosis; class has no single code
00006409,Ophthalmic - Adrenergic-Carbonic Anhydrase Inhibitor Combinations,,,"code-search proposed 372816000 'Carbonic anhydrase inhibitor' at 0.50, below the 0.8 threshold.",372816000,Carbonic anhydrase inhibitor,0.50,below-threshold,No combination code exists; captures one component only
00006415,Anti-Obesity - Serotonin 2C Receptor Agonists,716226007,Lorcaserin,,716226007,Lorcaserin,0.80,ok,Anti-obesity serotonin 2C receptor agonist; lorcaserin is the specific substance
