mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
PILO4ES,pilocarpine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,235426,pilocarpine hydrochloride,,term-join,Q2-salt,pilocarpine HCl,,,,not-needed,
PILO5,Salagen,http://www.nlm.nih.gov/research/umls/rxnorm,202959,Salagen,,term-join,Q1-exact,Salagen,,,,not-needed,
PIND5,Pindolol 5 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,198105,pindolol 5 MG Oral Tablet,,code-search,,Pindolol 5 mg Tab,198105,pindolol 5 MG Oral Tablet,0.97,ok,FSN matches input exactly
PIOG15,Pioglitazone HCl,http://www.nlm.nih.gov/research/umls/rxnorm,259319,pioglitazone hydrochloride,,term-join,Q2-salt,Pioglitazone HCl,,,,not-needed,
PIOG45,Pioglitazone HCl,http://www.nlm.nih.gov/research/umls/rxnorm,259319,pioglitazone hydrochloride,,term-join,Q2-salt,Pioglitazone HCl,,,,not-needed,
PIRO10,Piroxicam 10 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,198107,piroxicam 10 MG Oral Capsule,,code-search,,Piroxicam 10 mg Cap,198107,piroxicam 10 MG Oral Capsule,0.97,ok,Cap = capsule; FSN matches exactly
PLAS1000I,PlasmaLyte,http://www.nlm.nih.gov/research/umls/rxnorm,1008699,magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate,,code-search,,PlasmaLyte,1008699,magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate,0.85,ok,PlasmaLyte brand composition matches this exact electrolyte combination
PNEU.5I,Prevnar 13 (PF),http://www.nlm.nih.gov/research/umls/rxnorm,901641,Prevnar 13,,term-join,Q3-paren,Prevnar 13 (PF),,,,not-needed,
PNEU25I,PNEUMOcoccal Vac Polyvalent,http://www.nlm.nih.gov/research/umls/rxnorm,1547580,pneumococcal 23-valent polysaccharide vaccine (PPSV23) 0.5 ML Prefilled Syringe,,code-search,,PNEUMOcoccal Vac Polyvalent,1547580,pneumococcal 23-valent polysaccharide vaccine (PPSV23) 0.5 ML Prefilled Syringe,0.80,ok,Polyvalent pneumococcal vaccine = PPSV23; form unstated but top-ranked candidate
POLY30O,Bacitracin-Polymyxin Ointment 30g Tube,http://www.nlm.nih.gov/research/umls/rxnorm,308512,"bacitracin 500 UNT / polymyxin B 10,000 UNT per GM Topical Ointment",,code-search,,Bacitracin-Polymyxin Ointment 30g Tube,308512,"bacitracin 500 UNT / polymyxin B 10,000 UNT per GM Topical Ointment",0.85,ok,Bacitracin-polymyxin topical ointment; 30g tube is package size not coded
POLYEO,Bacitracin-Polymyxin Ointment,http://www.nlm.nih.gov/research/umls/rxnorm,645555,bacitracin / polymyxin B,,code-search,,Bacitracin-Polymyxin Ointment,645555,bacitracin / polymyxin B,0.85,ok,Generic combination matches input; no strength specified
POLYT10O,Polytrim,http://www.nlm.nih.gov/research/umls/rxnorm,128790,Polytrim,,term-join,Q1-exact,Polytrim,,,,not-needed,
POSA100,Posaconazole Delayed Release Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1482908,posaconazole 100 MG Delayed Release Oral Tablet,,code-search,,Posaconazole Delayed Release Tablet,1482908,posaconazole 100 MG Delayed Release Oral Tablet,0.80,ok,Same drug and dosage form; strength unstated in input
POSA200L,Posaconazole Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,665019,posaconazole 200 MG in 5 mL Oral Suspension,,code-search,,Posaconazole Suspension,665019,posaconazole 200 MG in 5 mL Oral Suspension,0.80,ok,Posaconazole oral suspension; matches drug and form
POTA20/250D5,Potassium Chloride 20 mEq / 250 mL 5% Dextrose,http://www.nlm.nih.gov/research/umls/rxnorm,216544,glucose / potassium chloride,,code-search,,Potassium Chloride 20 mEq / 250 mL 5% Dextrose,216544,glucose / potassium chloride,0.80,ok,Combination of potassium chloride and dextrose; concentration not coded
POTA20/250NS,Potassium Chloride 20 mEq / 250 mL 0.9% Sodium Chloride,,,,"code-search proposed 214792 'potassium chloride / sodium chloride' at 0.70, below the 0.8 threshold.",code-search,,Potassium Chloride 20 mEq / 250 mL 0.9% Sodium Chloride,214792,potassium chloride / sodium chloride,0.70,below-threshold,Combination product matching both components of the IV solution
POTAEFFE20,Potassium Citrate ERT 10 mEq TAB,http://www.nlm.nih.gov/research/umls/rxnorm,199381,potassium citrate 10 MEQ Extended Release Oral Tablet,,code-search,,Potassium Citrate ERT 10 mEq TAB,199381,potassium citrate 10 MEQ Extended Release Oral Tablet,0.97,ok,FSN matches input exactly
PPD,Tuberculin Protein 0.1mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,313532,purified protein derivative of tuberculin 5 UNT in 0.1 ML Injectable Solution,,code-search,,Tuberculin Protein 0.1mL Syringe,313532,purified protein derivative of tuberculin 5 UNT in 0.1 ML Injectable Solution,0.85,ok,Tuberculin PPD in 0.1 mL syringe; matches dose and substance
PRAM.25,Pramipexole 0.25 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859040,pramipexole dihydrochloride 0.25 MG Oral Tablet,,code-search,,Pramipexole 0.25 mg Tablet,859040,pramipexole dihydrochloride 0.25 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAM0.5,Pramipexole 0.5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859044,pramipexole dihydrochloride 0.5 MG Oral Tablet,,code-search,,Pramipexole 0.5 mg Tablet,859044,pramipexole dihydrochloride 0.5 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAM1,Pramipexole 1 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859052,pramipexole dihydrochloride 1 MG Oral Tablet,,code-search,,Pramipexole 1 mg Tablet,859052,pramipexole dihydrochloride 1 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAM125,Pramipexole 0.125 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859033,pramipexole dihydrochloride 0.125 MG Oral Tablet,,code-search,,Pramipexole 0.125 mg Tablet,859033,pramipexole dihydrochloride 0.125 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAS10,Prasugrel 10 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,855812,prasugrel 10 MG Oral Tablet,,code-search,,Prasugrel 10 mg Tablet,855812,prasugrel 10 MG Oral Tablet,1.00,ok,FSN matches input exactly
PRAV10,Pravastatin 10mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,904458,pravastatin sodium 10 MG Oral Tablet,,code-search,,Pravastatin 10mg Tablet,904458,pravastatin sodium 10 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAV20,Pravastatin 20mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,904467,pravastatin sodium 20 MG Oral Tablet,,code-search,,Pravastatin 20mg Tablet,904467,pravastatin sodium 20 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAV40,Pravastatin 40mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,904475,pravastatin sodium 40 MG Oral Tablet,,code-search,,Pravastatin 40mg Tablet,904475,pravastatin sodium 40 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRAZ1,Prazosin HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203210,prazosin hydrochloride,,term-join,Q2-salt,Prazosin HCl,,,,not-needed,
PRAZ5,Prazosin HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203210,prazosin hydrochloride,,term-join,Q2-salt,Prazosin HCl,,,,not-needed,
PRAZ600,Praziquantel,http://www.nlm.nih.gov/research/umls/rxnorm,8628,praziquantel,,term-join,Q1-exact,Praziquantel,,,,not-needed,
PRED1,PredniSONE 1 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,198144,predniSONE 1 MG Oral Tablet,,code-search,,PredniSONE 1 mg Tablet,198144,predniSONE 1 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRED10,PredniSONE 10 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,198145,predniSONE 10 MG Oral Tablet,,code-search,,PredniSONE 10 mg Tablet,198145,predniSONE 10 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRED125ES,PrednisoLONE Acetate 0.12% Ophth. Susp.,http://www.nlm.nih.gov/research/umls/rxnorm,562379,prednisoLONE acetate 0.12 % Ophthalmic Suspension,,code-search,,PrednisoLONE Acetate 0.12% Ophth. Susp.,562379,prednisoLONE acetate 0.12 % Ophthalmic Suspension,0.98,ok,FSN matches input exactly
PRED1ES,PrednisoLONE Acetate 1% Ophth. Susp. 1% Ophthalmic Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,1376336,prednisoLONE acetate 1 % Ophthalmic Suspension,,code-search,,PrednisoLONE Acetate 1% Ophth. Susp. 1% Ophthalmic Suspension,1376336,prednisoLONE acetate 1 % Ophthalmic Suspension,0.97,ok,FSN matches input exactly
PRED1OINV,PredForte (prednisolone acetate) 1%,http://www.nlm.nih.gov/research/umls/rxnorm,1376336,prednisoLONE acetate 1 % Ophthalmic Suspension,,code-search,,PredForte (prednisolone acetate) 1%,1376336,prednisoLONE acetate 1 % Ophthalmic Suspension,0.95,ok,PredForte is brand for prednisolone acetate 1% ophthalmic suspension
PRED20,PredniSONE,http://www.nlm.nih.gov/research/umls/rxnorm,8640,prednisone,,term-join,Q1-exact,PredniSONE,,,,not-needed,
PRED25,PredniSONE 2.5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,198146,predniSONE 2.5 MG Oral Tablet,,code-search,,PredniSONE 2.5 mg Tablet,198146,predniSONE 2.5 MG Oral Tablet,0.98,ok,FSN matches input exactly
PRED5,PredniSONE 5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312617,predniSONE 5 MG Oral Tablet,,code-search,,PredniSONE 5 mg Tablet,312617,predniSONE 5 MG Oral Tablet,0.95,ok,FSN matches input exactly
PRED50,PredniSONE 50 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,198148,predniSONE 50 MG Oral Tablet,,code-search,,PredniSONE 50 mg Tablet,198148,predniSONE 50 MG Oral Tablet,0.98,ok,FSN matches input exactly
PRED5L,Prednisone Intensol,http://www.nlm.nih.gov/research/umls/rxnorm,582600,Prednisone Intensol,,term-join,Q1-exact,Prednisone Intensol,,,,not-needed,
PRED5SM,PredniSONE (Self Med) 5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,312617,predniSONE 5 MG Oral Tablet,,code-search,,PredniSONE (Self Med) 5 mg Tablet,312617,predniSONE 5 MG Oral Tablet,0.95,ok,FSN matches prednisone 5 mg tablet; Self Med is non-coded qualifier
PREDN3L,PrednisoLONE Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,351159,prednisolone 25 MG/ML Oral Solution,,code-search,,PrednisoLONE Oral Solution,351159,prednisolone 25 MG/ML Oral Solution,0.85,ok,Plain prednisolone oral solution; closest to generic input
PREDN5L,Prednisolone Sodium Phosphate,http://www.nlm.nih.gov/research/umls/rxnorm,55062,prednisolone sodium phosphate,,term-join,Q1-exact,Prednisolone Sodium Phosphate,,,,not-needed,
PREG25,Pregabalin,http://www.nlm.nih.gov/research/umls/rxnorm,187832,pregabalin,,term-join,Q1-exact,Pregabalin,,,,not-needed,
PREG75,Pregabalin 75 mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,483450,pregabalin 75 MG Oral Capsule,,code-search,,Pregabalin 75 mg Capsule,483450,pregabalin 75 MG Oral Capsule,0.98,ok,FSN matches input exactly
PRENVIT,Prenatal Vitamins Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,797463,prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet,,code-search,,Prenatal Vitamins Tablet,797463,prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet,0.80,ok,Only prenatal vitamin tablet candidate; matches type
PREV60TP,Sodium Fluoride (Dental Gel),http://www.nlm.nih.gov/research/umls/rxnorm,9873,sodium fluoride,,term-join,Q3-paren,Sodium Fluoride (Dental Gel),,,,not-needed,
PRIM250,PrimiDONE,http://www.nlm.nih.gov/research/umls/rxnorm,8691,primidone,,term-join,Q1-exact,PrimiDONE,,,,not-needed,
PRIM263,Primaquine Phosphate 15mg (Base) Tab PPK,http://www.nlm.nih.gov/research/umls/rxnorm,904170,primaquine phosphate 26.3 MG Oral Tablet,,code-search,,Primaquine Phosphate 15mg (Base) Tab PPK,904170,primaquine phosphate 26.3 MG Oral Tablet,0.85,ok,26.3 mg phosphate = 15 mg base; matches input
PRIM50,PrimiDONE,http://www.nlm.nih.gov/research/umls/rxnorm,8691,primidone,,term-join,Q1-exact,PrimiDONE,,,,not-needed,
PRISB22K4D,PRISB22K4D,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,PRISB22K4D,,,,no-label,
PRISB22K4R,PRISB22K4R,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,PRISB22K4R,,,,no-label,
PRISB32K2D,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
PRISB32K2R,PRISB32K2R,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,PRISB32K2R,,,,no-label,
PROAIR8.5H,ProAir HFA,http://www.nlm.nih.gov/research/umls/rxnorm,2123072,"albuterol 90 MCG/INHAL Metered Dose Inhaler, 200 Actuations, generic for ProAir",,code-search,,ProAir HFA,2123072,"albuterol 90 MCG/INHAL Metered Dose Inhaler, 200 Actuations, generic for ProAir",0.85,ok,ProAir HFA is brand albuterol HFA MDI; generic-for-ProAir matches
PROB500,Probenecid 500mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,198152,probenecid 500 MG Oral Tablet,,code-search,,Probenecid 500mg Tab,198152,probenecid 500 MG Oral Tablet,0.97,ok,FSN matches input exactly
PROC10,Prochlorperazine Maleate,http://www.nlm.nih.gov/research/umls/rxnorm,8706,prochlorperazine maleate,,term-join,Q1-exact,Prochlorperazine Maleate,,,,not-needed,
PROC25R,Prochlorperazine (Rectal),http://www.nlm.nih.gov/research/umls/rxnorm,8704,prochlorperazine,,term-join,Q3-paren,Prochlorperazine (Rectal),,,,not-needed,
PROC5,Prochlorperazine Maleate 5 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,312635,prochlorperazine maleate 5 MG Oral Tablet,,code-search,,Prochlorperazine Maleate 5 mg Tab,312635,prochlorperazine maleate 5 MG Oral Tablet,0.98,ok,FSN matches input exactly
PROG100,Prometrium,http://www.nlm.nih.gov/research/umls/rxnorm,262140,Prometrium,,term-join,Q1-exact,Prometrium,,,,not-needed,
PROM25,Promethazine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,142445,promethazine hydrochloride,,term-join,Q2-salt,Promethazine HCl,,,,not-needed,
PROM25I,Promethazine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,142445,promethazine hydrochloride,,term-join,Q2-salt,Promethazine HCl,,,,not-needed,
PROM25R,Promethazine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,142445,promethazine hydrochloride,,term-join,Q2-salt,Promethazine HCl,,,,not-needed,
PROM480L,Promethazine Syrup Conc: 1.25 mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,992432,promethazine HCl 6.25 MG in 5 mL Oral Solution,,code-search,,Promethazine Syrup Conc: 1.25 mg / mL,992432,promethazine HCl 6.25 MG in 5 mL Oral Solution,0.85,ok,"6.25 mg/5 mL = 1.25 mg/mL promethazine oral solution, exact match"
PROP05ES,Proparacaine HCl 0.5% Opth. 15mL Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,1191013,proparacaine HCl 0.5 % Ophthalmic Solution,,code-search,,Proparacaine HCl 0.5% Opth. 15mL Bottle,1191013,proparacaine HCl 0.5 % Ophthalmic Solution,0.85,ok,"FSN matches drug, strength, and route; volume/packaging not coded"
PROP10,Propranolol HCl,http://www.nlm.nih.gov/research/umls/rxnorm,82084,propranolol hydrochloride,,term-join,Q2-salt,Propranolol HCl,,,,not-needed,
PROP100IG,Propofol 1000mg/100mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1808217,propofol 1000 MG in 100 ML Injection,,code-search,,Propofol 1000mg/100mL Vial,1808217,propofol 1000 MG in 100 ML Injection,0.90,ok,FSN matches propofol 1000mg/100mL strength
PROP120,Propranolol LA,http://www.nlm.nih.gov/research/umls/rxnorm,8787,propranolol,,code-search,,Propranolol LA,8787,propranolol,0.80,ok,LA is a formulation qualifier; base drug matches
PROP15,Propantheline Bromide 15mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,198165,propantheline bromide 15 MG Oral Tablet,,code-search,,Propantheline Bromide 15mg Tab,198165,propantheline bromide 15 MG Oral Tablet,0.97,ok,FSN matches input exactly
PROP150,Propafenone (Immediate Release) 150mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,861424,propafenone HCl 150 MG Oral Tablet,,code-search,,Propafenone (Immediate Release) 150mg Tab,861424,propafenone HCl 150 MG Oral Tablet,0.90,ok,"Propafenone 150mg immediate-release tablet; matches drug, dose, form"
PROP1I,Propranolol HCl,http://www.nlm.nih.gov/research/umls/rxnorm,82084,propranolol hydrochloride,,term-join,Q2-salt,Propranolol HCl,,,,not-needed,
PROP200IG,Propofol 200mg/20mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1808224,propofol 200 MG in 20 ML Injection,,code-search,,Propofol 200mg/20mL Vial,1808224,propofol 200 MG in 20 ML Injection,0.95,ok,FSN matches propofol 200mg/20mL exactly
PROP225,Rythmol SR,http://www.nlm.nih.gov/research/umls/rxnorm,8754,propafenone,,code-search,,Rythmol SR,8754,propafenone,0.85,ok,Rythmol SR is brand of extended-release propafenone; base drug matches
PROP40,Propranolol HCl,http://www.nlm.nih.gov/research/umls/rxnorm,82084,propranolol hydrochloride,,term-join,Q2-salt,Propranolol HCl,,,,not-needed,
PROP4L,Propranolol Oral Solution Conc: 4mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,856724,propranolol HCl 20 MG in 5 mL Oral Solution,,code-search,,Propranolol Oral Solution Conc: 4mg / mL,856724,propranolol HCl 20 MG in 5 mL Oral Solution,0.85,ok,20 MG in 5 mL equals 4 mg/mL concentration
PROP50,Propylthiouracil 50 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,198175,propylthiouracil 50 MG Oral Tablet,,code-search,,Propylthiouracil 50 mg Tab,198175,propylthiouracil 50 MG Oral Tablet,0.97,ok,FSN matches input exactly (tablet form)
PROP500IG,Propofol,http://www.nlm.nih.gov/research/umls/rxnorm,8782,propofol,,term-join,Q1-exact,Propofol,,,,not-needed,
PROP60,Propranolol LA 60 mg LA Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,856538,propranolol hydrochloride 60 MG Extended Release Oral Capsule,,code-search,,Propranolol LA 60 mg LA Capsule,856538,propranolol hydrochloride 60 MG Extended Release Oral Capsule,0.90,ok,LA = extended release; matches propranolol 60mg capsule
PROPLA80,Propranolol LA 80 mg LA Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,856572,propranolol hydrochloride 80 MG Extended Release Oral Capsule,,code-search,,Propranolol LA 80 mg LA Capsule,856572,propranolol hydrochloride 80 MG Extended Release Oral Capsule,0.90,ok,LA = long acting/extended release; matches 80mg extended release capsule
PROT50I,Protamine Sulfate 50mg/5mL Amp,http://www.nlm.nih.gov/research/umls/rxnorm,1796672,protamine sulfate 50 MG in 5 ML Injection,,code-search,,Protamine Sulfate 50mg/5mL Amp,1796672,protamine sulfate 50 MG in 5 ML Injection,0.95,ok,FSN matches input exactly
PROZ10,FLUoxetine 10mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,310384,FLUoxetine 10 MG Oral Capsule,,code-search,,FLUoxetine 10mg Capsule,310384,FLUoxetine 10 MG Oral Capsule,0.97,ok,FSN matches input exactly
PROZ20,PROzac,http://www.nlm.nih.gov/research/umls/rxnorm,58827,Prozac,,term-join,Q1-exact,PROzac,,,,not-needed,
PROZ20L,Prozac,http://www.nlm.nih.gov/research/umls/rxnorm,58827,Prozac,,term-join,Q1-exact,Prozac,,,,not-needed,
PSEU30,Sudafed,http://www.nlm.nih.gov/research/umls/rxnorm,203302,Sudafed,,term-join,Q1-exact,Sudafed,,,,not-needed,
PSYL1W,Psyllium Wafer,http://www.nlm.nih.gov/research/umls/rxnorm,8928,psyllium,,code-search,,Psyllium Wafer,8928,psyllium,0.80,ok,Wafer is dosage form; ingredient psyllium matches
PULMOZYME,Pulmozyme,http://www.nlm.nih.gov/research/umls/rxnorm,74704,Pulmozyme,,term-join,Q1-exact,Pulmozyme,,,,not-needed,
PYRA500,Pyrazinamide 500 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,198181,pyrazinamide 500 MG Oral Tablet,,code-search,,Pyrazinamide 500 mg Tab,198181,pyrazinamide 500 MG Oral Tablet,0.98,ok,FSN matches input exactly
PYRI10I,Pyridostigmine Bromide,http://www.nlm.nih.gov/research/umls/rxnorm,9001,pyridostigmine bromide,,term-join,Q1-exact,Pyridostigmine Bromide,,,,not-needed,
PYRI25,Pyridoxine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203164,pyridoxine hydrochloride,,term-join,Q2-salt,Pyridoxine HCl,,,,not-needed,
PYRI50,Vitamin B-6,http://www.nlm.nih.gov/research/umls/rxnorm,42954,vitamin B6,,code-search,,Vitamin B-6,42954,vitamin B6,0.85,ok,FSN matches input exactly
PYRI60,Pyridostigmine Bromide 60mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,903857,pyRIDostigmine bromide 60 MG Oral Tablet,,code-search,,Pyridostigmine Bromide 60mg Tablet,903857,pyRIDostigmine bromide 60 MG Oral Tablet,0.95,ok,FSN matches input exactly
PYRI60L,Pyridostigmine Bromide Syrup Conc: 12 mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,903843,pyRIDostigmine bromide 60 MG in 5 mL Oral Solution,,code-search,,Pyridostigmine Bromide Syrup Conc: 12 mg / mL,903843,pyRIDostigmine bromide 60 MG in 5 mL Oral Solution,0.90,ok,"60mg/5mL = 12mg/mL oral solution, matches syrup concentration"
QUET100,seroq,http://www.nlm.nih.gov/research/umls/rxnorm,83553,Seroquel,,code-search,,seroq,83553,Seroquel,0.95,ok,Brand name matches input exactly
QUET200,Seroquel,http://www.nlm.nih.gov/research/umls/rxnorm,83553,Seroquel,,term-join,Q1-exact,Seroquel,,,,not-needed,
QUET200XR,Quetiapine Fumarate,http://www.nlm.nih.gov/research/umls/rxnorm,221153,quetiapine fumarate,,term-join,Q1-exact,Quetiapine Fumarate,,,,not-needed,
QUET25,SEROquel,http://www.nlm.nih.gov/research/umls/rxnorm,83553,Seroquel,,term-join,Q1-exact,SEROquel,,,,not-needed,
QUET25L,Quetiapine Oral Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,51272,quetiapine,,code-search,,Quetiapine Oral Suspension,51272,quetiapine,0.80,ok,"Ingredient VS; quetiapine matches core, dosage form not coded"
QUET300XR,QUEtiapine Fumarate,http://www.nlm.nih.gov/research/umls/rxnorm,221153,quetiapine fumarate,,term-join,Q1-exact,QUEtiapine Fumarate,,,,not-needed,
QUET50,QUEtiapine Fumarate 50mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,616487,QUEtiapine fumarate 50 MG Oral Tablet,,code-search,,QUEtiapine Fumarate 50mg Tablet,616487,QUEtiapine fumarate 50 MG Oral Tablet,0.98,ok,FSN matches input exactly
QUET50XR,Quetiapine extended-release 50 mg XR Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,832652,quetiapine 50 MG Extended Release Oral Tablet,,code-search,,Quetiapine extended-release 50 mg XR Tablet,832652,quetiapine 50 MG Extended Release Oral Tablet,0.95,ok,FSN matches input exactly
QUIG324,quiniDINE Gluconate E.R. 324mg TAB,http://www.nlm.nih.gov/research/umls/rxnorm,852920,quiNIDine gluconate 324 MG Extended Release Oral Tablet,,code-search,,quiniDINE Gluconate E.R. 324mg TAB,852920,quiNIDine gluconate 324 MG Extended Release Oral Tablet,0.95,ok,FSN matches input: quinidine gluconate 324mg ER tablet
QUIN20,Quinapril,http://www.nlm.nih.gov/research/umls/rxnorm,35208,quinapril,,term-join,Q1-exact,Quinapril,,,,not-needed,
QUIN200,QuiNIDine Sulfate 200 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,852877,quiNIDine sulfate 200 MG Oral Tablet,,code-search,,QuiNIDine Sulfate 200 mg Tab,852877,quiNIDine sulfate 200 MG Oral Tablet,0.97,ok,FSN matches input exactly (tablet form)
QUIN324,QuiNINE Sulfate 324 mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,997010,quiNINE sulfate 324 MG Oral Capsule,,code-search,,QuiNINE Sulfate 324 mg Capsule,997010,quiNINE sulfate 324 MG Oral Capsule,0.98,ok,FSN matches input exactly
QUIN5,Quinapril,http://www.nlm.nih.gov/research/umls/rxnorm,35208,quinapril,,term-join,Q1-exact,Quinapril,,,,not-needed,
RABI10I,Rabies Immune Globulin 150 Units/mL - 10mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1652833,"rabies immune globulin, human 150 UNT/ML in 10 ML Injection",,code-search,,Rabies Immune Globulin 150 Units/mL - 10mL Vial,1652833,"rabies immune globulin, human 150 UNT/ML in 10 ML Injection",0.95,ok,FSN matches strength and volume exactly
RABI1500I,RABI1500I,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,RABI1500I,,,,no-label,
RABI2I,Rabies Immune Globulin 150 Units/mL - 2 mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1652827,"rabies immune globulin, human 150 UNT/ML in 2 ML Injection",,code-search,,Rabies Immune Globulin 150 Units/mL - 2 mL Vial,1652827,"rabies immune globulin, human 150 UNT/ML in 2 ML Injection",0.95,ok,FSN matches strength and volume exactly
RABVAC,Rabies Vaccine 2.5 Unit Vial,,,,"code-search proposed 821351000168106 'Rabies vaccine injection, vial' at 0.90 but that concept is inactive or outside the SNOMED CT international core module.",code-search,,Rabies Vaccine 2.5 Unit Vial,821351000168106,"Rabies vaccine injection, vial",0.90,gate-failed,FSN matches generic rabies vaccine 2.5 IU vial
RACE0.5H,Racepinephrine 2.25% Soln,http://www.nlm.nih.gov/research/umls/rxnorm,310133,racepinephrine 2.25 % Inhalation Solution,,code-search,,Racepinephrine 2.25% Soln,310133,racepinephrine 2.25 % Inhalation Solution,0.80,ok,Racepinephrine 2.25% is classically the inhalation solution; route unstated but standard referent
RALO60,Raloxifene,http://www.nlm.nih.gov/research/umls/rxnorm,72143,raloxifene,,term-join,Q1-exact,Raloxifene,,,,not-needed,
RALT400,Raltegravir 400 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,744842,raltegravir 400 MG Oral Tablet,,code-search,,Raltegravir 400 mg Tablet,744842,raltegravir 400 MG Oral Tablet,0.98,ok,FSN matches input exactly
RAME8,Ramelteon 8 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,577348,ramelteon 8 MG Oral Tablet,,code-search,,Ramelteon 8 mg Tablet,577348,ramelteon 8 MG Oral Tablet,0.98,ok,FSN matches input exactly
