mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
90870,STREPTOCOCCUS SALIVARIUS SSP. SALIVARIUS,84684000,Streptococcus salivarius subsp. salivarius,,84684000,Streptococcus salivarius subsp. salivarius,0.98,ok,FSN matches input exactly
90871,GLOBICATELLA SANGUINIS,414345009,Globicatella sanguinis,,414345009,Globicatella sanguinis,1.00,ok,
90872,STREPTOCOCCUS INFANTARIUS SSP. COLI (STR. LUTETIENSIS),437915004,Streptococcus infantarius subspecies coli,,437915004,Streptococcus infantarius subspecies coli,0.95,ok,FSN matches input exactly
90873,HAEMOPHILUS HAEMOLYTICUS,54950008,Haemophilus haemolyticus,,54950008,Haemophilus haemolyticus,1.00,ok,
90874,KOCURIA ROSEA,113773002,Kocuria rosea,,113773002,Kocuria rosea,1.00,ok,
90875,ATOPOBIUM RIMAE,113632005,Lancefieldella rimae,,113632005,Lancefieldella rimae,0.95,ok,
90877,LEPTOTRICHIA SPECIES,52505003,Leptotrichia species,,52505003,Leptotrichia species,1.00,ok,
90878,CAMPYLOBACTER UREOLYTICUS,450602004,Campylobacter ureolyticus,,450602004,Campylobacter ureolyticus,1.00,ok,
90879,PENICILLIUM FELLUTANUM,785874004,Penicillium fellutanum,,785874004,Penicillium fellutanum,1.00,ok,
90880,CUTIBACTERIUM (PROPIONIBACTERIUM) ACNES,39473003,Cutibacterium acnes,,39473003,Cutibacterium acnes,0.97,ok,FSN matches input exactly
90881,KLEBSIELLA (RAOULTELLA) ORNITHINOLYTICA,416832000,Raoultella ornithinolytica,,416832000,Raoultella ornithinolytica,0.97,ok,FSN matches; synonym Klebsiella ornithinolytica
90882,KLEBSIELLA (RAOULTELLA) PLANTICOLA,416264004,Raoultella planticola,,416264004,Raoultella planticola,0.95,ok,FSN matches; synonyms include Klebsiella planticola
90883,PERONEUTYPA SCOPARIA,1388667006,Peroneutypa scoparia,,1388667006,Peroneutypa scoparia,1.00,ok,
90884,CLOSTRIDIUM SAUDIENSE,879880005,Clostridium saudiense,,879880005,Clostridium saudiense,1.00,ok,
90885,ACETOBACTER SP.,396949003,Acetobacter species,,396949003,Acetobacter species (organism),0.95,ok,FSN Genus Acetobacter matches 'Acetobacter sp.' exactly
90887,BACILLUS CEREUS/THURINGIENSIS,413618005,Bacillus cereus group,,413618005,Bacillus cereus group,0.85,ok,Group encompasses both B. cereus and B. thuringiensis
90888,DIALISTER MICRAEROPHILUS,446809007,Dialister micraerophilus,,446809007,Dialister micraerophilus,1.00,ok,
90889,CUTIBACTERIUM SPECIES,763051006,Cutibacterium species,,763051006,Cutibacterium species,1.00,ok,
90890,BREVUNDIMONAS DIMINUTA/VESICULARIS,115154006,Brevundimonas species,,115154006,Brevundimonas species,0.85,ok,Input combines both species; parent genus captures both without overstepping
90891,CIMEX SPECIES (BEDBUG),18069005,Cimex,,18069005,Cimex,0.85,ok,FSN 'Cimex (organism)' matches genus-level input exactly
90892,KOCURIA SPECIES,414328004,Kocuria species,,414328004,Kocuria species,1.00,ok,
90893,PAENIBACILLUS SPECIES,114086007,Paenibacillus species,,114086007,Paenibacillus species,1.00,ok,
90894,CORYNEBACTERIUM GLUCURONOLYTICUM,413927008,Corynebacterium glucuronolyticum,,413927008,Corynebacterium glucuronolyticum,1.00,ok,
90896,WAUTERSIELLA FALSENII,450452000,Wautersiella falsenii,,450452000,Wautersiella falsenii,1.00,ok,
90897,LACTOBACILLUS FERMENTUM,65506008,Lactobacillus fermentum,,65506008,Lactobacillus fermentum,1.00,ok,
90899,CORYNEBACTERIUM PYRUVICIPRODUCENS,450383002,Corynebacterium pyruviciproducens,,450383002,Corynebacterium pyruviciproducens,1.00,ok,
90900,MYCOBACTERIUM NEOAURUM,51459000,Mycobacterium neoaurum,,51459000,Mycobacterium neoaurum,1.00,ok,
90968,STREPTOCOCCUS ALACTOLYTICUS,34228005,Streptococcus alactolyticus,,34228005,Streptococcus alactolyticus,1.00,ok,
90977,PHIALEMONIUM INFLATUM,721918008,Paecilomyces inflatus,,721918008,Paecilomyces inflatus,0.95,ok,
90979,NEUROSPORA SITOPHILA (FORMERLY CHRYSONILLA SITOPHILA),531722621000087102,Neurospora sitophila,,531722621000087102,Neurospora sitophila,0.85,ok,FSN matches current name exactly
90983,ROTHIA SPECIES,90163001,Rothia species,,90163001,Rothia species,1.00,ok,
90984,IRPEX LACTEUS,765227008,Irpex lacteus,,765227008,Irpex lacteus,1.00,ok,
