mimic_code,mimic_display,ucum_code,ucum_display,comment,tier,source_valid_ucum,source_canonical,target_canonical,dimension_changed
mg\ 40mg,mg\ 40mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg\40 mg,mg\40 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mg\960 mg,mg\960 mg,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
mgmg,mgmg,,,An ETL artefact: the unit string `mg` duplicated.,declined,no,,,
mgs/min,mgs/min,mg/min,mg/min,,curated,no,,g.s-1 x0.00001666666666666666666666666666666666666666666667,
milligrams,milligrams,mg,mg,,curated,no,,g x0.001,
million units,million units,10*6.[IU],10*6.[IU],"Penicillin and similar, dosed in millions of International Units.",curated,no,,(arbitrary) x,
min,min,min,min,,curated,yes,s x60,s x60,no
ml,ml,mL,mL,,curated,yes,m+3 x0.000001,m+3 x0.000001,no
ml/day,ml/day,mL/d,mL/d,,curated,no,,m+3.s-1 x0.00000000001157407407407407407407407407407407407407,
ml/hr,ml/hr,mL/h,mL/h,,curated,no,,m+3.s-1 x0.00000000027777777777777777777777777777777777777778,
ml/kg,ml/kg,mL/kg,mL/kg,,curated,yes,g-1.m+3 x0.000000001,g-1.m+3 x0.000000001,no
ml/min,ml/min,mL/min,mL/min,,curated,yes,m+3.s-1 x0.00000001666666666666666666666666666666666666666667,m+3.s-1 x0.00000001666666666666666666666666666666666666666667,no
mls,mls,mL,mL,,curated,no,,m+3 x0.000001,
mm Hg,mm Hg,mm[Hg],mm[Hg],,curated,no,,g.m-1.s-2 x133322,
mm/hr,mm/hr,mm/h,mm/h,,curated,no,,m.s-1 x0.00000027777777777777777777777777777777777777777778,
mmHg,mmHg,mm[Hg],mm[Hg],,curated,no,,g.m-1.s-2 x133322,
mmHg.,mmHg.,mm[Hg],mm[Hg],,curated,no,,g.m-1.s-2 x133322,
mm^3,mm^3,mm3,mm3,Cubic millimetre. The `^` is not UCUM exponent notation; UCUM writes the exponent as a bare digit.,curated,no,,m+3 x0.000000001,
mmol,mmol,mmol,mmol,,curated,yes,1 x602214076000000000000,1 x602214076000000000000,no
mmol/L,mmol/L,mmol/L,mmol/L,,curated,yes,m-3 x602214076000000000000000,m-3 x602214076000000000000000,no
msec,msec,ms,ms,,curated,no,,s x0.001,
nL,nL,nL,nL,,curated,yes,m+3 x0.000000000001,m+3 x0.000000000001,no
nMol/ml/min,nMol/ml/min,nmol/(mL.min),nmol/(mL.min),,curated,no,,m-3.s-1 x10036901266666666666.66666666666666666666666666666666666666666666666667,
nanogram,nanogram,ng,ng,,curated,no,,g x0.000000001,
nanograms/kg/minute,nanograms/kg/minute,ng/(kg.min),ng/(kg.min),,curated,no,,s-1 x0.00000000000001666666666666666666666666666666666667,
neb,neb,{nebule},{nebule},,dose-form,no,,1 x1,
ng/dL,ng/dL,ng/dL,ng/dL,,curated,yes,g.m-3 x0.00001,g.m-3 x0.00001,no
ng/kg/min,ng/kg/min,ng/(kg.min),ng/(kg.min),,curated,yes,s-1 x0.00000000000001666666666666666666666666666666666667,s-1 x0.00000000000001666666666666666666666666666666666667,no
ng/mL,ng/mL,ng/mL,ng/mL,,curated,yes,g.m-3 x0.001,g.m-3 x0.001,no
ng/mL DDU,ng/mL DDU,ng/mL{DDU},ng/mL{DDU},"D-dimer in D-Dimer Units, the other of the two conventions. See `ng/mL FEU` — the two differ by roughly a factor of two and this mapping does not reconcile them.",curated,no,,g.m-3 x0.001,
ng/mL FEU,ng/mL FEU,ng/mL{FEU},ng/mL{FEU},"D-dimer in Fibrinogen Equivalent Units. FEU is a reporting convention, not a unit, so it annotates rather than scales; a consumer must NOT compare an FEU value with a DDU value numerically.",curated,no,,g.m-3 x0.001,
nmol/L,nmol/L,nmol/L,nmol/L,,curated,yes,m-3 x602214076000000000,m-3 x602214076000000000,no
ounces,ounces,[oz_av],[oz_av],,curated,no,,g x28.349523125,
pL,pL,pL,pL,,curated,yes,m+3 x0.000000000000001,m+3 x0.000000000000001,no
packet,packet,{packet},{packet},,dose-form,no,,1 x1,
patch,patch,{patch},{patch},,dose-form,no,,1 x1,
per L,per L,/L,/L,,curated,no,,m-3 x1000,
pg,pg,pg,pg,,curated,yes,g x0.000000000001,g x0.000000000001,no
pg/mL,pg/mL,pg/mL,pg/mL,,curated,yes,g.m-3 x0.000001,g.m-3 x0.000001,no
pills,pills,{pill},{pill},,dose-form,no,,1 x1,
powder,powder,,,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for.",declined,no,,,
ppm,ppm,[ppm],[ppm],,curated,no,,1 x0.000001,
psi,psi,[psi],[psi],,curated,no,,g.m-1.s-2 x6894757.29316836133672267344534689069378138756277512555025,
puff,puff,{puff},{puff},,dose-form,no,,1 x1,
puffs,puffs,{puff},{puff},,dose-form,no,,1 x1,
scp,scp,{scoop},{scoop},,dose-form,no,,1 x1,
sec,sec,s,s,,curated,no,,s x1,
sheet,sheet,{sheet},{sheet},,dose-form,no,,1 x1,
soak,soak,,,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for.",declined,no,,,
spacer,spacer,,,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for.",declined,no,,,
syringe,syringe,{syringe},{syringe},,dose-form,no,,1 x1,
tABS,tABS,{tablet},{tablet},,dose-form,no,,1 x1,
tab,tab,{tablet},{tablet},,dose-form,no,,1 x1,
tablet,tablet,{tablet},{tablet},,dose-form,no,,1 x1,
tablets,tablets,{tablet},{tablet},,dose-form,no,,1 x1,
tabs,tabs,{tablet},{tablet},,dose-form,no,,1 x1,
tiwst,tiwst,,,A misspelling with no recoverable intent.,declined,no,,,
tsp,tsp,[tsp_us],[tsp_us],,curated,no,,m+3 x0.00000492892159375,
tube,tube,{tube},{tube},,dose-form,no,,1 x1,
u,u,[IU],[IU],"As UCUM a bare `u` is the atomic mass unit. In MIMIC's prescription columns it is an abbreviation of `unit`, which for the drugs dosed this way (insulin, heparin) is the International Unit.",curated,yes,g x0.0000000000000000000000016605390666,(arbitrary) x,yes
uIU/mL,uIU/mL,u[IU]/mL,u[IU]/mL,,curated,no,,(arbitrary) x,
uL,uL,uL,uL,,curated,yes,m+3 x0.000000001,m+3 x0.000000001,no
uU/ML,uU/ML,u[IU]/mL,u[IU]/mL,"Two case errors in one string, on Thyroid Stimulating Hormone. As UCUM `ML` is the MEGAlitre, so the source parses and denotes microUnits per megalitre — out by nine orders of magnitude. The intended unit is the microInternational Unit per millilitre.",curated,yes,m-3.s-1 x10036901.26666666666666666666666666666666666666666666666667,(arbitrary) x,yes
ug/dL,ug/dL,ug/dL,ug/dL,,curated,yes,g.m-3 x0.01,g.m-3 x0.01,no
ug/mL,ug/mL,ug/mL,ug/mL,,curated,yes,g.m-3 x1,g.m-3 x1,no
umol/L,umol/L,umol/L,umol/L,,curated,yes,m-3 x602214076000000000000,m-3 x602214076000000000000,no
unit,unit,[IU],[IU],,curated,no,,(arbitrary) x,
unit-mg-unit,unit-mg-unit,,,"Names one unit per ingredient of a combination product rather than one unit of measure — the string is a list. UCUM has no expression for `the unit of each of several ingredients`, and picking either component would attach the whole value to one of them. The fix is upstream: a combination product needs one ingredient per Dosage entry, each with its own Quantity.",declined,no,,,
unit/gram,unit/gram,[IU]/g,[IU]/g,,curated,no,,(arbitrary) x,
unit/hour,unit/hour,[IU]/h,[IU]/h,,curated,no,,(arbitrary) x,
unit/mL,unit/mL,[IU]/mL,[IU]/mL,,curated,no,,(arbitrary) x,
units,units,,,"Ambiguous across the Observation codes that carry it, so no single target is correct: MIMIC records it on pH (a dimensionless log activity, UCUM `[pH]`) and on Heparin Dose per hour (International Units per hour) alike. A ConceptMap resolves a source code to one target regardless of the Observation it sits on, so mapping this string would make one of those two populations wrong. The fix is upstream, in the ETL that wrote one unit string for two quantities.",declined,no,,,
units/hour,units/hour,[IU]/h,[IU]/h,,curated,no,,(arbitrary) x,
units/hr,units/hr,[IU]/h,[IU]/h,,curated,no,,(arbitrary) x,
units/kg/hour,units/kg/hour,[IU]/(kg.h),[IU]/(kg.h),,curated,no,,(arbitrary) x,
units/kg/hr,units/kg/hr,[IU]/(kg.h),[IU]/(kg.h),,curated,no,,(arbitrary) x,
units/min,units/min,[IU]/min,[IU]/min,,curated,no,,(arbitrary) x,
units\ 0 units,units\ 0 units,,,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one.",declined-by-rule,no,,,
vial,vial,{vial},{vial},,dose-form,no,,1 x1,
years,years,a,a,,curated,no,,s x31557600,
°C,°C,Cel,Cel,,curated,no,,K x274.15000000000000000000,
°F,°F,[degF],[degF],,curated,no,,K x255.92777777777777777778,
