mimic_code,mimic_display,rxnorm_code,rxnorm_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
063171,calcium-multivitamin w-iron,,,"code-search proposed 1100261 'ascorbic acid / calcium citrate / cholecalciferol / folic acid / iron carbonyl / pyridoxine' at 0.50, below the 0.85 threshold.",code-search,,1100261,ascorbic acid / calcium citrate / cholecalciferol / folic acid / iron carbonyl / pyridoxine,0.50,below-threshold,Closest to calcium multivitamin with iron; no exact general code
063176,prenatal19-iron-folic-omega3,,,"code-search proposed 1100578 '{30 (alpha-tocopherol acetate 3 MG / ... / folic acid 1 MG / ... / Oral Tablet) / 30 (docosahexaenoic acid 295 MG / omega-3 acid ethyl esters (USP) 430 MG Delayed Release Oral Capsule) } Pack' at 0.75, below the 0.85 threshold.",code-search,,1100578,{30 (alpha-tocopherol acetate 3 MG / ... / folic acid 1 MG / ... / Oral Tablet) / 30 (docosahexaenoic acid 295 MG / omega-3 acid ethyl esters (USP) 430 MG Delayed Release Oral Capsule) } Pack,0.75,below-threshold,"Prenatal pack with iron, folic acid, and omega-3; matches all three components"
063178,white petrolatum-mineral oil [Lubrifresh PM],1086610,Lubrifresh P.M.,,code-search,,1086610,Lubrifresh P.M.,0.85,ok,Brand name matches input exactly
063179,Azor,730862,Azor,,term-join,Q1-exact,,,,not-needed,
063180,Azor,730862,Azor,,term-join,Q1-exact,,,,not-needed,
063181,Azor,730862,Azor,,term-join,Q1-exact,,,,not-needed,
063182,Azor,730862,Azor,,term-join,Q1-exact,,,,not-needed,
063189,tocophersolan [Liqui-E],159151,tocophersolan,,term-join,B1-generic,,,,not-needed,
063191,Stalevo 200,730988,carbidopa 50 MG / levodopa 200 MG / entacapone 200 MG Oral Tablet,,code-search,,730988,carbidopa 50 MG / levodopa 200 MG / entacapone 200 MG Oral Tablet,0.85,ok,Stalevo 200 is the brand for this strength combination
063195,Theraflu Cold-Cough,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063200,"mv, min cmb #6-FA-lut-lyco-Q10 [Corvite Free]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063213,omega-3 fatty acids-fish oil [Fish Oil Extra Strength],2053495,fish oil (containing omega-3 acids),,code-search,,2053495,fish oil (containing omega-3 acids),0.85,ok,Fish oil with omega-3 acids; brand strength not coded
063216,pramipexole [Mirapex],746741,pramipexole,,term-join,B1-generic,,,,not-needed,
063217,Vit D3-B Cmplx 4-C-FA-Zinc Ox,1119568,ascorbic acid / cholecalciferol / cuprous oxide / folic acid / magnesium oxide / niacin / polysaccharide iron complex / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E / zinc oxide,,code-search,,1119568,ascorbic acid / cholecalciferol / cuprous oxide / folic acid / magnesium oxide / niacin / polysaccharide iron complex / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E / zinc oxide,0.85,ok,"Contains Vit D3 (cholecalciferol), B complex, Vitamin C (ascorbic acid), FA (folic acid), zinc oxide; matches brand components"
063223,Tamiflu,261657,Tamiflu,,term-join,Q1-exact,,,,not-needed,
063224,Tamiflu,261657,Tamiflu,,term-join,Q1-exact,,,,not-needed,
063230,TENS Units,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063231,raltegravir [Isentress],719872,raltegravir,,term-join,B1-generic,,,,not-needed,
063235,doripenem [Doribax],119771,doripenem,,term-join,B1-generic,,,,not-needed,
063236,Omega-3 Fatty Acids-Fish Oil,4301,omega-3 fatty acids,,code-search,,4301,omega-3 fatty acids,0.85,ok,FSN matches primary ingredient concept
063238,bisacodyl-peg-electrolyte soln,1000479,1 (PEG-3350 210 GM / potassium chloride 0.74 GM / sodium bicarbonate 2.86 GM / sodium chloride 5.6 GM Powder for Oral Solution) / 1 (bisacodyl 5 MG Delayed Release Oral Tablet) Pack,,code-search,,1000479,PEG-3350 210 GM / potassium chloride 0.74 GM / sodium bicarbonate 2.86 GM / sodium chloride 5.6 GM Powder for Oral Solution / bisacodyl 5 MG Delayed Release Oral Tablet Pack,0.85,ok,Generic bowel prep pack combining bisacodyl with PEG-electrolyte solution; matches generic search text
063240,Seroquel XR,,,"code-search proposed 221153 'quetiapine fumarate' at 0.80, below the 0.85 threshold.",code-search,,221153,quetiapine fumarate,0.80,below-threshold,Seroquel XR is extended-release quetiapine; ingredient coded as quetiapine fumarate
063255,MG217 Medicated Tar,2635,coal tar,,code-search,,2635,coal tar,0.85,ok,MG217 Medicated Tar is a coal tar product
063256,"saw palmto frt xtr-zinc picoli [Saw Palmetto Extract, Max-Str]",477189,saw palmetto fruit extract,,code-search,,477189,saw palmetto fruit extract,0.85,ok,FSN matches saw palmetto extract ingredient
063259,One-A-Day WeightSmart,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063270,Vitamins for Hair,,,"code-search proposed 1102195 'ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12' at 0.75, below the 0.85 threshold.",code-search,,1102195,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12,0.75,below-threshold,Multivitamin product matching 'vitamins' request
063285,sodium bicarb-sodium chloride [Nasa Mist],644513,sodium bicarbonate / sodium chloride,,code-search,,644513,sodium bicarbonate / sodium chloride,0.90,ok,FSN matches the two ingredients; Nasa Mist is brand shorthand
063286,NaCl-NaHCO3-hyaluron sod-aloe [Nasogel],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063287,pedi multivit no.7-folic acid [Flintstones Tab Chew],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063288,Daily Energy,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063289,"hydrocortisone-aloe-vits A,D,E [Anti-Itch (HC) with Aloe-Vit E]",,,"code-search proposed 5492 'hydrocortisone' at 0.50, below the 0.85 threshold.",code-search,,5492,hydrocortisone,0.50,below-threshold,No exact combination product; hydrocortisone is the active ingredient
063291,hydrocortisone-oatmeal-aloe-E [Aveeno],,,"code-search proposed 5492 'hydrocortisone' at 0.70, below the 0.85 threshold.",code-search,,5492,hydrocortisone,0.70,below-threshold,Primary active ingredient; no exact combo code exists
063292,Duac CS,352570,Duac,,code-search,,352570,Duac,0.85,ok,Brand name Duac matches; CS is product qualifier
063300,lithium aspartate [Lithate],746070,lithium aspartate,,term-join,B1-generic,,,,not-needed,
063307,T.E.D. Anti-Embolism Stocking,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063316,Mucinex DM,214488,dextromethorphan / guaifenesin,,code-search,,214488,dextromethorphan / guaifenesin,0.85,ok,Mucinex DM is brand for dextromethorphan/guaifenesin
063319,nilotinib [Tasigna],662281,nilotinib,,term-join,B1-generic,,,,not-needed,
063337,"potassium, sodium phosphates [Phosphorous Supplement]",,,"code-search proposed 1007291 'potassium phosphate / sodium phosphate, dibasic' at 0.80, below the 0.85 threshold.",code-search,,1007291,"potassium phosphate / sodium phosphate, dibasic",0.80,below-threshold,Combination of potassium and sodium phosphates matches input
063340,Magnesium Sulfate (Latex Free),6585,magnesium sulfate,,term-join,Q3-paren,,,,not-needed,
063341,B-complex with vitamin C,11251,vitamin B complex,,code-search,,11251,vitamin B complex,0.85,ok,Primary concept; no single code combines B complex with vitamin C
063342,codeine-guaifenesin [Allfen CD],798756,Allfen CD,,term-join,B5-brand,,,,not-needed,
063350,"comp stocking,knee,regular,med",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063351,"comp.stocking,knee,regular,lrg",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063352,"comp stocking, knee,reg, x-lrg",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063353,T.E.D. Knee Length-M-Long,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063354,"comp.stocking,knee,long,medium",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063355,lopinavir-ritonavir [Kaletra],284756,Kaletra,,term-join,B5-brand,,,,not-needed,
063357,Prenatal Complete,,,"code-search proposed 797463 'prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet' at 0.75, below the 0.85 threshold.",code-search,,797463,prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet,0.75,below-threshold,Brand 'Prenatal Complete' refers to a prenatal vitamin; generic prenatal vitamin is closest match
063358,TENS units electrodes,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063359,Glucos Chond Cplx Advanced,1008567,chondroitin sulfates / glucosamine,,code-search,,1008567,chondroitin sulfates / glucosamine,0.85,ok,Brand shorthand for glucosamine/chondroitin complex; plain combination matches without added ingredients
063362,"comp stocking,knee,long,large",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063363,"comp stocking,knee,long,x-lrg",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063376,Vinacal,11201,vincamine,,code-search,,11201,vincamine,0.85,ok,Vinacal is a brand of vincamine; generic matches
063383,wheelchair [Transport Chair],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063384,biotin (bulk),1588,biotin,,term-join,Q3-paren,,,,not-needed,
063385,Vita Con Forte,,,"code-search proposed 1007098 'ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin B12' at 0.60, below the 0.85 threshold.",code-search,,1007098,ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin B12,0.60,below-threshold,Brand 'Vita Con Forte' matches a vitamin+iron product; first-ranked candidate
063386,Vit E Acid Succinate (Bulk),314875,"tocopheryl acid succinate,D-alpha",,code-search,,314875,"tocopheryl acid succinate,D-alpha",0.85,ok,Vit E acid succinate = tocopheryl acid succinate; bulk ingredient form
063387,coQ10 (liposomal ubiquinol) [Active Q],1085416,Active Q,,term-join,B5-brand,,,,not-needed,
063388,Flexall Plus,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063389,TENS units electrodes,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063391,benzocaine-glycerin,1007312,benzocaine / glycerin,,code-search,,1007312,benzocaine / glycerin,0.95,ok,FSN matches the two-ingredient combination exactly
063395,Caltrate 600 + D,608343,calcium carbonate / cholecalciferol,,code-search,,608343,calcium carbonate / cholecalciferol,0.85,ok,Caltrate 600+D is calcium carbonate with vitamin D (cholecalciferol)
063396,polysaccharide iron complex [Pro Fe],105669,polysaccharide iron complex,,term-join,B1-generic,,,,not-needed,
063404,"comp.stocking,thigh,reg,small",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063405,"comp.stocking,thigh,reg,medium",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063406,"comp.stocking,thigh,reg,large",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063407,"comp.stocking,thigh,reg,x-lrg",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063413,"comp.stocking,thigh,long,small",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063414,"comp.stocking,thigh,long,med.",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063415,"comp.stocking,thigh,long,large",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063416,"comp.stocking,thigh,long,x-lrg",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063417,omega-3 fatty acids-fish oil [Fish Oil Omega 3-6-9],4301,omega-3 fatty acids,,code-search,,4301,omega-3 fatty acids,0.85,ok,FSN matches omega-3 fatty acids; fish oil is the source
063422,tramadol,10689,tramadol,,term-join,Q1-exact,,,,not-needed,
063423,tramadol,10689,tramadol,,term-join,Q1-exact,,,,not-needed,
063424,tramadol,10689,tramadol,,term-join,Q1-exact,,,,not-needed,
063431,Malic Acid,29209,malic acid,,term-join,Q1-exact,,,,not-needed,
063433,Glucosamine Su-MSM-Chondroitn,1007537,chondroitin sulfates / glucosamine / methylsulfonylmethane,,code-search,,1007537,chondroitin sulfates / glucosamine / methylsulfonylmethane,0.95,ok,FSN matches glucosamine+MSM+chondroitin combination exactly
063438,Calcium Magnesium + D,1007068,calcium carbonate / cholecalciferol / magnesium oxide,,code-search,,1007068,calcium carbonate / cholecalciferol / magnesium oxide,0.85,ok,"Contains calcium, magnesium, and vitamin D (cholecalciferol) exactly"
063442,SymlinPen 120,861042,pramlintide acetate 1000 MCG/ML in 2.7 ML Pen Injector,,code-search,,861042,pramlintide acetate 1000 MCG/ML in 2.7 ML Pen Injector,0.85,ok,SymlinPen 120 is the 2.7 mL pramlintide pen injector; brand referent matches
063444,magnesium oxide-pyridoxine HCl,1599656,magnesium oxide / pyridoxine,,code-search,,1599656,magnesium oxide / pyridoxine,0.90,ok,FSN matches combination; HCl is pyridoxine HCl
063452,Vit B12-FA-Vit D3-Calc Cit-Zn,,,"code-search proposed 889580 'calcium citrate 250 MG / vitamin D3 62.5 UNT Oral Tablet' at 0.50, below the 0.85 threshold.",code-search,,889580,calcium citrate 250 MG / vitamin D3 62.5 UNT Oral Tablet,0.50,below-threshold,"Closest candidate; captures calcium citrate + D3 but omits B12, FA, Zn"
063465,d-mannose (bulk),6633,mannose,,code-search,,6633,mannose,0.85,ok,D-mannose is mannose; bulk form not separately coded
063466,trospium [Sanctura XR],236778,trospium,,term-join,B1-generic,,,,not-needed,
063472,Cepacol Sore Throat,858658,Cepacol Sore Throat Pain Relief,,code-search,,858658,Cepacol Sore Throat Pain Relief,0.85,ok,"Base product; others add unstated specifiers (spray, plus, post nasal drip)"
063473,sevelamer carbonate [Renvela],660890,sevelamer carbonate,,term-join,B1-generic,,,,not-needed,
063484,Kuvan,751628,Kuvan,,term-join,Q1-exact,,,,not-needed,
063495,thyroid (pork) [Nature-Throid],352792,Nature-Throid,,term-join,B5-brand,,,,not-needed,
063496,white petrolatum-mineral oil [Refresh Lacri-Lube],691286,mineral oil / petrolatum,,code-search,,691286,mineral oil / petrolatum,0.85,ok,FSN matches the two active ingredients; brand name not separately coded
063502,Magnesium Sulfate (Premix),6585,magnesium sulfate,,term-join,Q3-paren,,,,not-needed,
063504,thyroid (pork) [Westhroid],220939,Westhroid,,term-join,B5-brand,,,,not-needed,
063505,Westhroid,220939,Westhroid,,term-join,Q1-exact,,,,not-needed,
063507,thyroid (pork) [Nature-Throid],352792,Nature-Throid,,term-join,B5-brand,,,,not-needed,
063508,Ferrous Sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
063509,Glucosamine HCl,236608,glucosamine hydrochloride,,term-join,Q2-salt,,,,not-needed,
063510,nebivolol [Bystolic],31555,nebivolol,,term-join,B1-generic,,,,not-needed,
063511,nebivolol [Bystolic],31555,nebivolol,,term-join,B1-generic,,,,not-needed,
063513,cane tips [Quad Cane Tips],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063515,OxyContin,218986,Oxycontin,,term-join,Q1-exact,,,,not-needed,
063516,OxyContin,218986,Oxycontin,,term-join,Q1-exact,,,,not-needed,
063517,OxyContin,218986,Oxycontin,,term-join,Q1-exact,,,,not-needed,
063518,cefazolin in sterile water,2180,cefazolin,,code-search,,2180,cefazolin,0.85,ok,Cefazolin in sterile water refers to the drug; diluent not separately coded
063530,Glucosamine HCl-Vitamin D3,,,"code-search proposed 1008761 'cholecalciferol / glucosamine' at 0.80, below the 0.85 threshold.",code-search,,1008761,cholecalciferol / glucosamine,0.80,below-threshold,Combination of glucosamine and vitamin D3 (cholecalciferol); HCl salt not specified
063544,Plavix,174742,Plavix,,term-join,Q1-exact,,,,not-needed,
063546,pemetrexed [Alimta],68446,pemetrexed,,term-join,B1-generic,,,,not-needed,
063554,camphor-eucalyptus oil-menthol [Vaporizing Rub],691178,camphor / Eucalyptus oil / menthol,,code-search,,691178,camphor / Eucalyptus oil / menthol,0.90,ok,FSN matches the three ingredients exactly
063561,Natural Balance Tears,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063562,Tears Naturale Free (PF),,,"code-search proposed 220187 'Tears Naturale' at 0.70, below the 0.85 threshold.",code-search,,220187,Tears Naturale,0.70,below-threshold,Closest base product; PF is non-coded qualifier
063573,ketogenic soy nutritional tx [Ketocal 4:1],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063575,Vit 3,6728,vitamin K3,,code-search,,6728,vitamin K3,0.85,ok,Vit 3 refers to vitamin K3; base concept matches
063576,haemoph b poly conj-tet tox-PF [ActHIB (PF)],637866,ActHIB,,term-join,B6-brand-paren,,,,not-needed,
063583,pseudoephedrine-DM-guaifenesin [30PSE-150GFN-15DM],214495,dextromethorphan / guaifenesin / pseudoephedrine,,code-search,,214495,dextromethorphan / guaifenesin / pseudoephedrine,0.85,ok,FSN matches the three-component combination exactly
063590,aliskiren-hydrochlorothiazide,802519,aliskiren / hydrochlorothiazide,,code-search,,802519,aliskiren / hydrochlorothiazide,0.95,ok,FSN matches the combination drug exactly
063591,Tekturna HCT,1430137,Tekturna HCT,,term-join,Q1-exact,,,,not-needed,
063592,Tekturna HCT,1430137,Tekturna HCT,,term-join,Q1-exact,,,,not-needed,
063597,Intelence,758552,Intelence,,term-join,Q1-exact,,,,not-needed,
063630,"vit E-tocotrienol gam,alph,del",1148649,tocotrienols / vitamin E,,code-search,,1148649,tocotrienols / vitamin E,0.85,ok,Tocotrienols as vitamin E; gamma/alpha/delta are isomers of the same substance
063636,Aloe Vesta,215161,Aloe Vesta,,term-join,Q1-exact,,,,not-needed,
063639,ProSource No Carb,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063640,Pro-Stat 101,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063641,Pro-Stat AWC,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063642,Pro-Stat Profile,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063645,Vyvanse,711043,Vyvanse,,term-join,Q1-exact,,,,not-needed,
063646,Vyvanse,711043,Vyvanse,,term-join,Q1-exact,,,,not-needed,
063647,Vyvanse,711043,Vyvanse,,term-join,Q1-exact,,,,not-needed,
063650,hydrocodone-ibuprofen,214627,hydrocodone / ibuprofen,,code-search,,214627,hydrocodone / ibuprofen,0.95,ok,FSN matches combination drug exactly
063663,fosphenytoin,72236,fosphenytoin,,term-join,Q1-exact,,,,not-needed,
063667,TripleFlex,1372524,Tripleflex,,term-join,Q1-exact,,,,not-needed,
063668,Nexium Packet,,,"code-search proposed 283742 'esomeprazole' at 0.80, below the 0.85 threshold.",code-search,,283742,esomeprazole,0.80,below-threshold,Nexium is brand for esomeprazole; packet is dosage form not in ingredient VS
063670,prothrombin time test strips [Coaguchek XS],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063675,menthol [Stopain],6750,menthol,,term-join,B1-generic,,,,not-needed,
063691,tadalafil [Cialis],358263,tadalafil,,term-join,B1-generic,,,,not-needed,
063693,Fenoglide,763247,Fenoglide,,term-join,Q1-exact,,,,not-needed,
063694,fenofibrate [Fenoglide],8703,fenofibrate,,term-join,B1-generic,,,,not-needed,
063696,Tetanus-Diphtheria Tox (DECAVAC),1007584,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",,code-search,,1007584,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",0.85,ok,DECAVAC is a Tdap vaccine; FSN matches components
063697,tetanus and diphther. tox (PF) [Tenivac (PF)],1190911,Tenivac,,term-join,B6-brand-paren,,,,not-needed,
063698,Tetanus-DiphTox-Acellular Pertuss,1007584,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",,code-search,,1007584,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",0.95,ok,FSN matches the three-component combination vaccine exactly
063699,Vitamin D-3,1244014,vitamin D3,,code-search,,1244014,vitamin D3,0.85,ok,FSN matches input exactly
063700,Protonix,261624,Protonix,,term-join,Q1-exact,,,,not-needed,
063701,naltrexone HCl (bulk),105069,naltrexone hydrochloride,,term-join,Q4-paren-salt,,,,not-needed,
063704,Medicool's Diasox Medium,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063705,Medicool's Diasox Large,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063706,"compression socks, x-large",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063716,Pancreatin 4X,219075,Pancreatin 4X,,term-join,Q1-exact,,,,not-needed,
063717,infusion set for insulin pump,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
063719,Prezista,643075,Prezista,,term-join,Q1-exact,,,,not-needed,
063723,clobetasol-emollient,,,"code-search proposed 21245 'clobetasol propionate' at 0.80, below the 0.85 threshold.",code-search,,21245,clobetasol propionate,0.80,below-threshold,"Closest match; emollient is vehicle qualifier, clobetasol clinically refers to propionate ester"
063724,Humira,353484,Humira,,term-join,Q1-exact,,,,not-needed,
