mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
ledipasvir-sofosbuvir,ledipasvir-sofosbuvir,http://www.nlm.nih.gov/research/umls/rxnorm,1591942,ledipasvir / sofosbuvir,,code-search,,1591942,ledipasvir / sofosbuvir,0.95,ok,FSN matches the combination drug exactly
leflunomide,leflunomide,http://www.nlm.nih.gov/research/umls/rxnorm,27169,leflunomide,,term-join,Q1-exact,,,,not-needed,
lenalidomide,lenalidomide,http://www.nlm.nih.gov/research/umls/rxnorm,342369,lenalidomide,,term-join,Q1-exact,,,,not-needed,
lenvatinib,lenvatinib,http://www.nlm.nih.gov/research/umls/rxnorm,1603296,lenvatinib,,term-join,Q1-exact,,,,not-needed,
letermovir,letermovir,http://www.nlm.nih.gov/research/umls/rxnorm,1988648,letermovir,,term-join,Q1-exact,,,,not-needed,
letrozole,letrozole,http://www.nlm.nih.gov/research/umls/rxnorm,72965,letrozole,,term-join,Q1-exact,,,,not-needed,
levETIRAcetam,levETIRAcetam,http://www.nlm.nih.gov/research/umls/rxnorm,114477,levetiracetam,,term-join,Q1-exact,,,,not-needed,
levOCARNitine,levOCARNitine,http://www.nlm.nih.gov/research/umls/rxnorm,42955,levocarnitine,,term-join,Q1-exact,,,,not-needed,
levalbuterol HCl,levalbuterol HCl,http://www.nlm.nih.gov/research/umls/rxnorm,237160,levalbuterol hydrochloride,,term-join,Q2-salt,,,,not-needed,
levalbuterol tartrate,levalbuterol tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,487066,levalbuterol tartrate,,term-join,Q1-exact,,,,not-needed,
levocetirizine,levocetirizine,http://www.nlm.nih.gov/research/umls/rxnorm,356887,levocetirizine,,term-join,Q1-exact,,,,not-needed,
levodopa,levodopa,http://www.nlm.nih.gov/research/umls/rxnorm,6375,levodopa,,term-join,Q1-exact,,,,not-needed,
levodopa (bulk),levodopa (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,6375,levodopa,,term-join,Q3-paren,,,,not-needed,
levofloxacin,levofloxacin,http://www.nlm.nih.gov/research/umls/rxnorm,82122,levofloxacin,,term-join,Q1-exact,,,,not-needed,
levonorg-eth estrad triphasic,levonorg-eth estrad triphasic,http://www.nlm.nih.gov/research/umls/rxnorm,214558,ethinyl estradiol / levonorgestrel,,code-search,,214558,ethinyl estradiol / levonorgestrel,0.85,ok,Triphasic levonorgestrel/ethinyl estradiol combination; base product matches
levonorgestreL-ethinyl estrad,levonorgestreL-ethinyl estrad,http://www.nlm.nih.gov/research/umls/rxnorm,214558,ethinyl estradiol / levonorgestrel,,code-search,,214558,ethinyl estradiol / levonorgestrel,0.95,ok,FSN matches the combination of levonorgestrel and ethinyl estradiol
levonorgestrel,levonorgestrel,http://www.nlm.nih.gov/research/umls/rxnorm,6373,levonorgestrel,,term-join,Q1-exact,,,,not-needed,
levonorgestrel-ethinyl estrad,levonorgestrel-ethinyl estrad,http://www.nlm.nih.gov/research/umls/rxnorm,214558,ethinyl estradiol / levonorgestrel,,code-search,,214558,ethinyl estradiol / levonorgestrel,0.95,ok,FSN matches the combination of levonorgestrel and ethinyl estradiol
levorphanol tartrate,levorphanol tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,153973,levorphanol tartrate,,term-join,Q1-exact,,,,not-needed,
levothyroxine,levothyroxine,http://www.nlm.nih.gov/research/umls/rxnorm,10582,levothyroxine,,term-join,Q1-exact,,,,not-needed,
lidocaine,lidocaine,http://www.nlm.nih.gov/research/umls/rxnorm,6387,lidocaine,,term-join,Q1-exact,,,,not-needed,
lidocaine (PF),lidocaine (PF),http://www.nlm.nih.gov/research/umls/rxnorm,6387,lidocaine,,term-join,Q3-paren,,,,not-needed,
lidocaine HCl,lidocaine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,142440,lidocaine hydrochloride,,term-join,Q2-salt,,,,not-needed,
lidocaine-epinephrine,lidocaine-epinephrine,http://www.nlm.nih.gov/research/umls/rxnorm,107602,epinephrine / lidocaine,,code-search,,107602,epinephrine / lidocaine,0.95,ok,Generic combination matches input exactly
lidocaine-prilocaine,lidocaine-prilocaine,http://www.nlm.nih.gov/research/umls/rxnorm,166283,lidocaine / prilocaine,,code-search,,166283,lidocaine / prilocaine,0.95,ok,FSN matches input exactly; generic combination
lifitegrast,lifitegrast,http://www.nlm.nih.gov/research/umls/rxnorm,1801820,lifitegrast,,term-join,Q1-exact,,,,not-needed,
linaCLOtide,linaCLOtide,http://www.nlm.nih.gov/research/umls/rxnorm,1307404,linaclotide,,term-join,Q1-exact,,,,not-needed,
linaGLIPtin,linaGLIPtin,http://www.nlm.nih.gov/research/umls/rxnorm,1100699,linagliptin,,term-join,Q1-exact,,,,not-needed,
linaclotide,linaclotide,http://www.nlm.nih.gov/research/umls/rxnorm,1307404,linaclotide,,term-join,Q1-exact,,,,not-needed,
linagliptin,linagliptin,http://www.nlm.nih.gov/research/umls/rxnorm,1100699,linagliptin,,term-join,Q1-exact,,,,not-needed,
linagliptin-metformin,linagliptin-metformin,http://www.nlm.nih.gov/research/umls/rxnorm,1243019,linagliptin / metformin,,code-search,,1243019,linagliptin / metformin,0.95,ok,FSN matches the combination drug exactly
linezolid,linezolid,http://www.nlm.nih.gov/research/umls/rxnorm,190376,linezolid,,term-join,Q1-exact,,,,not-needed,
liothyronine,liothyronine,http://www.nlm.nih.gov/research/umls/rxnorm,10814,liothyronine,,term-join,Q1-exact,,,,not-needed,
liotrix,liotrix,http://www.nlm.nih.gov/research/umls/rxnorm,465675,levothyroxine / liothyronine,,code-search,,465675,levothyroxine / liothyronine,0.85,ok,Liotrix is brand for levothyroxine/liothyronine combination; generic matches without strength overstepping
lipase-protease-amylase,lipase-protease-amylase,http://www.nlm.nih.gov/research/umls/rxnorm,392491,amylase / lipase / protease,,code-search,,392491,amylase / lipase / protease,0.95,ok,FSN matches the three enzyme components exactly
liraglutide,liraglutide,http://www.nlm.nih.gov/research/umls/rxnorm,475968,liraglutide,,term-join,Q1-exact,,,,not-needed,
lisdexamfetamine,lisdexamfetamine,http://www.nlm.nih.gov/research/umls/rxnorm,700810,lisdexamfetamine,,term-join,Q1-exact,,,,not-needed,
lisinopril,lisinopril,http://www.nlm.nih.gov/research/umls/rxnorm,29046,lisinopril,,term-join,Q1-exact,,,,not-needed,
lisinopril-hydrochlorothiazide,lisinopril-hydrochlorothiazide,http://www.nlm.nih.gov/research/umls/rxnorm,214618,hydrochlorothiazide / lisinopril,,code-search,,214618,hydrochlorothiazide / lisinopril,0.95,ok,Generic combination product matches input exactly
lithium carbonate,lithium carbonate,http://www.nlm.nih.gov/research/umls/rxnorm,42351,lithium carbonate,,term-join,Q1-exact,,,,not-needed,
lithium citrate,lithium citrate,http://www.nlm.nih.gov/research/umls/rxnorm,52105,lithium citrate,,term-join,Q1-exact,,,,not-needed,
lomustine,lomustine,http://www.nlm.nih.gov/research/umls/rxnorm,6466,lomustine,,term-join,Q1-exact,,,,not-needed,
loperamide,loperamide,http://www.nlm.nih.gov/research/umls/rxnorm,6468,loperamide,,term-join,Q1-exact,,,,not-needed,
lopinavir-ritonavir,lopinavir-ritonavir,http://www.nlm.nih.gov/research/umls/rxnorm,284640,lopinavir / ritonavir,,code-search,,284640,lopinavir / ritonavir,0.95,ok,FSN matches input exactly; general combination product
lorlatinib,lorlatinib,http://www.nlm.nih.gov/research/umls/rxnorm,2103164,lorlatinib,,term-join,Q1-exact,,,,not-needed,
losartan,losartan,http://www.nlm.nih.gov/research/umls/rxnorm,52175,losartan,,term-join,Q1-exact,,,,not-needed,
losartan-hydrochlorothiazide,losartan-hydrochlorothiazide,http://www.nlm.nih.gov/research/umls/rxnorm,214619,hydrochlorothiazide / losartan,,code-search,,214619,hydrochlorothiazide / losartan,0.95,ok,FSN matches the combination drug exactly
loteprednol etabonate,loteprednol etabonate,http://www.nlm.nih.gov/research/umls/rxnorm,52177,loteprednol etabonate,,term-join,Q1-exact,,,,not-needed,
lovastatin,lovastatin,http://www.nlm.nih.gov/research/umls/rxnorm,6472,lovastatin,,term-join,Q1-exact,,,,not-needed,
loxapine succinate,loxapine succinate,http://www.nlm.nih.gov/research/umls/rxnorm,6476,loxapine succinate,,term-join,Q1-exact,,,,not-needed,
lurasidone,lurasidone,http://www.nlm.nih.gov/research/umls/rxnorm,1040028,lurasidone,,term-join,Q1-exact,,,,not-needed,
lutein,lutein,http://www.nlm.nih.gov/research/umls/rxnorm,11359,lutein,,term-join,Q1-exact,,,,not-needed,
lutein-zeaxanthin,lutein-zeaxanthin,http://www.nlm.nih.gov/research/umls/rxnorm,1008634,lutein / zeaxanthin,,code-search,,1008634,lutein / zeaxanthin,0.95,ok,FSN matches the lutein-zeaxanthin combination exactly
lysine,lysine,http://www.nlm.nih.gov/research/umls/rxnorm,6536,lysine,,term-join,Q1-exact,,,,not-needed,
macitentan,macitentan,http://www.nlm.nih.gov/research/umls/rxnorm,1442132,macitentan,,term-join,Q1-exact,,,,not-needed,
mafenide acetate,mafenide acetate,http://www.nlm.nih.gov/research/umls/rxnorm,6573,mafenide acetate,,term-join,Q1-exact,,,,not-needed,
magnesium,magnesium,http://www.nlm.nih.gov/research/umls/rxnorm,6574,magnesium,,term-join,Q1-exact,,,,not-needed,
magnesium L-lactate,magnesium L-lactate,,,,"code-search proposed 116129003 'Magnesium lactate' at 0.65, below the 0.85 threshold.",code-search,,116129003,Magnesium lactate,0.65,below-threshold,
magnesium amino acid chelate,magnesium amino acid chelate,http://www.nlm.nih.gov/research/umls/rxnorm,486895,magnesium amino acid chelate,,term-join,Q1-exact,,,,not-needed,
magnesium chloride,magnesium chloride,http://www.nlm.nih.gov/research/umls/rxnorm,6579,magnesium chloride,,term-join,Q1-exact,,,,not-needed,
magnesium citrate,magnesium citrate,http://www.nlm.nih.gov/research/umls/rxnorm,52356,magnesium citrate,,term-join,Q1-exact,,,,not-needed,
magnesium gluconate,magnesium gluconate,http://www.nlm.nih.gov/research/umls/rxnorm,52358,magnesium gluconate,,term-join,Q1-exact,,,,not-needed,
magnesium malate,magnesium malate,http://www.nlm.nih.gov/research/umls/rxnorm,283578,magnesium malate,,term-join,Q1-exact,,,,not-needed,
magnesium oxide,magnesium oxide,http://www.nlm.nih.gov/research/umls/rxnorm,6582,magnesium oxide,,term-join,Q1-exact,,,,not-needed,
magnesium oxide-Mg AA chelate,magnesium oxide-Mg AA chelate,http://www.nlm.nih.gov/research/umls/rxnorm,6582,magnesium oxide,,code-search,,6582,magnesium oxide,0.85,ok,Primary component of combination product
maraviroc,maraviroc,http://www.nlm.nih.gov/research/umls/rxnorm,620216,maraviroc,,term-join,Q1-exact,,,,not-needed,
"medroxyPROGEST, ac micro(bulk)","medroxyPROGEST, ac micro(bulk)",http://www.nlm.nih.gov/research/umls/rxnorm,1000112,medroxyprogesterone acetate,,code-search,,1000112,medroxyprogesterone acetate,0.85,ok,Base ingredient matches micronized bulk substance
melatonin,melatonin,http://www.nlm.nih.gov/research/umls/rxnorm,6711,melatonin,,term-join,Q1-exact,,,,not-needed,
meloxicam,meloxicam,http://www.nlm.nih.gov/research/umls/rxnorm,41493,meloxicam,,term-join,Q1-exact,,,,not-needed,
menthol,menthol,http://www.nlm.nih.gov/research/umls/rxnorm,6750,menthol,,term-join,Q1-exact,,,,not-needed,
meperidine,meperidine,http://www.nlm.nih.gov/research/umls/rxnorm,6754,meperidine,,term-join,Q1-exact,,,,not-needed,
meprobamate,meprobamate,http://www.nlm.nih.gov/research/umls/rxnorm,6760,meprobamate,,term-join,Q1-exact,,,,not-needed,
mercaptopurine,mercaptopurine,http://www.nlm.nih.gov/research/umls/rxnorm,103,mercaptopurine,,term-join,Q1-exact,,,,not-needed,
mesalamine,mesalamine,http://www.nlm.nih.gov/research/umls/rxnorm,52582,mesalamine,,term-join,Q1-exact,,,,not-needed,
mesna,mesna,http://www.nlm.nih.gov/research/umls/rxnorm,44,mesna,,term-join,Q1-exact,,,,not-needed,
metFORMIN,metFORMIN,http://www.nlm.nih.gov/research/umls/rxnorm,6809,metformin,,term-join,Q1-exact,,,,not-needed,
metaxalone,metaxalone,http://www.nlm.nih.gov/research/umls/rxnorm,59078,metaxalone,,term-join,Q1-exact,,,,not-needed,
methadone,methadone,http://www.nlm.nih.gov/research/umls/rxnorm,6813,methadone,,term-join,Q1-exact,,,,not-needed,
methadone Intensol,methadone Intensol,http://www.nlm.nih.gov/research/umls/rxnorm,6813,methadone,,code-search,,6813,methadone,0.85,ok,Intensol is a formulation; base concept is methadone
methazolAMIDE,methazolAMIDE,http://www.nlm.nih.gov/research/umls/rxnorm,6826,methazolamide,,term-join,Q1-exact,,,,not-needed,
methenamine hippurate,methenamine hippurate,http://www.nlm.nih.gov/research/umls/rxnorm,29652,methenamine hippurate,,term-join,Q1-exact,,,,not-needed,
methimazole,methimazole,http://www.nlm.nih.gov/research/umls/rxnorm,6835,methimazole,,term-join,Q1-exact,,,,not-needed,
methylcellulose (laxative),methylcellulose (laxative),http://www.nlm.nih.gov/research/umls/rxnorm,6873,methylcellulose,,term-join,Q3-paren,,,,not-needed,
methylnaltrexone,methylnaltrexone,http://www.nlm.nih.gov/research/umls/rxnorm,29899,methylnaltrexone,,term-join,Q1-exact,,,,not-needed,
methylphenidate,methylphenidate,http://www.nlm.nih.gov/research/umls/rxnorm,6901,methylphenidate,,term-join,Q1-exact,,,,not-needed,
methylphenidate HCl,methylphenidate HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203188,methylphenidate hydrochloride,,term-join,Q2-salt,,,,not-needed,
metipranolol,metipranolol,http://www.nlm.nih.gov/research/umls/rxnorm,10824,metipranolol,,term-join,Q1-exact,,,,not-needed,
metoCLOPramide,metoCLOPramide,http://www.nlm.nih.gov/research/umls/rxnorm,6915,metoclopramide,,term-join,Q1-exact,,,,not-needed,
metoprolol succinate,metoprolol succinate,http://www.nlm.nih.gov/research/umls/rxnorm,221124,metoprolol succinate,,term-join,Q1-exact,,,,not-needed,
metoprolol tartrate,metoprolol tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,203191,metoprolol tartrate,,term-join,Q1-exact,,,,not-needed,
metroNIDAZOLE,metroNIDAZOLE,http://www.nlm.nih.gov/research/umls/rxnorm,6922,metronidazole,,term-join,Q1-exact,,,,not-needed,
mexiletine,mexiletine,http://www.nlm.nih.gov/research/umls/rxnorm,6926,mexiletine,,term-join,Q1-exact,,,,not-needed,
miFEPRIStone,miFEPRIStone,http://www.nlm.nih.gov/research/umls/rxnorm,6964,mifepristone,,term-join,Q1-exact,,,,not-needed,
midazolam,midazolam,http://www.nlm.nih.gov/research/umls/rxnorm,6960,midazolam,,term-join,Q1-exact,,,,not-needed,
midodrine,midodrine,http://www.nlm.nih.gov/research/umls/rxnorm,6963,midodrine,,term-join,Q1-exact,,,,not-needed,
midostaurin,midostaurin,http://www.nlm.nih.gov/research/umls/rxnorm,1919083,midostaurin,,term-join,Q1-exact,,,,not-needed,
milk thistle,milk thistle,http://www.nlm.nih.gov/research/umls/rxnorm,283579,milk thistle extract,,code-search,,283579,milk thistle extract,0.85,ok,Generic milk thistle extract; no unstated part specified
milnacipran,milnacipran,http://www.nlm.nih.gov/research/umls/rxnorm,588250,milnacipran,,term-join,Q1-exact,,,,not-needed,
milrinone,milrinone,http://www.nlm.nih.gov/research/umls/rxnorm,52769,milrinone,,term-join,Q1-exact,,,,not-needed,
minocycline,minocycline,http://www.nlm.nih.gov/research/umls/rxnorm,6980,minocycline,,term-join,Q1-exact,,,,not-needed,
mirabegron,mirabegron,http://www.nlm.nih.gov/research/umls/rxnorm,1300786,mirabegron,,term-join,Q1-exact,,,,not-needed,
mirtazapine,mirtazapine,http://www.nlm.nih.gov/research/umls/rxnorm,15996,mirtazapine,,term-join,Q1-exact,,,,not-needed,
mitoMYcin,mitoMYcin,http://www.nlm.nih.gov/research/umls/rxnorm,632,mitomycin,,term-join,Q1-exact,,,,not-needed,
mitoXANTRONE,mitoXANTRONE,http://www.nlm.nih.gov/research/umls/rxnorm,7005,mitoxantrone,,term-join,Q1-exact,,,,not-needed,
modafinil,modafinil,http://www.nlm.nih.gov/research/umls/rxnorm,30125,modafinil,,term-join,Q1-exact,,,,not-needed,
mometasone,mometasone,http://www.nlm.nih.gov/research/umls/rxnorm,108118,mometasone,,term-join,Q1-exact,,,,not-needed,
mometasone-formoterol,mometasone-formoterol,http://www.nlm.nih.gov/research/umls/rxnorm,1002293,formoterol / mometasone,,code-search,,1002293,formoterol / mometasone,0.95,ok,Generic combination product matches input exactly
montelukast,montelukast,http://www.nlm.nih.gov/research/umls/rxnorm,88249,montelukast,,term-join,Q1-exact,,,,not-needed,
morphine,morphine,http://www.nlm.nih.gov/research/umls/rxnorm,7052,morphine,,term-join,Q1-exact,,,,not-needed,
moxifloxacin,moxifloxacin,http://www.nlm.nih.gov/research/umls/rxnorm,139462,moxifloxacin,,term-join,Q1-exact,,,,not-needed,
moxifloxacin in NaCl (iso-osm),moxifloxacin in NaCl (iso-osm),http://snomed.info/sct,412439003,Moxifloxacin,,code-search,,412439003,Moxifloxacin,0.85,ok,Primary substance is moxifloxacin; NaCl is diluent
mucus clearing device,mucus clearing device,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
multivitamin,multivitamin,http://snomed.info/sct,412250002,Multivitamin agent,,code-search,,412250002,Multivitamin agent,0.95,ok,FSN matches input exactly
multivitamin with iron-mineral,multivitamin with iron-mineral,http://snomed.info/sct,438681000124106,Multivitamin multimineral supplement,,code-search,,438681000124106,Multivitamin multimineral supplement,0.85,ok,Multivitamin with minerals (iron) matches multimineral supplement
multivitamin with minerals,multivitamin with minerals,http://snomed.info/sct,438681000124106,Multivitamin multimineral supplement,,code-search,,438681000124106,Multivitamin multimineral supplement,0.85,ok,FSN matches input exactly
mupirocin,mupirocin,http://www.nlm.nih.gov/research/umls/rxnorm,42372,mupirocin,,term-join,Q1-exact,,,,not-needed,
mycophenolate mofetil,mycophenolate mofetil,http://www.nlm.nih.gov/research/umls/rxnorm,68149,mycophenolate mofetil,,term-join,Q1-exact,,,,not-needed,
naloxegol,naloxegol,http://www.nlm.nih.gov/research/umls/rxnorm,1551777,naloxegol,,term-join,Q1-exact,,,,not-needed,
naloxone,naloxone,http://www.nlm.nih.gov/research/umls/rxnorm,7242,naloxone,,term-join,Q1-exact,,,,not-needed,
naltrexone,naltrexone,http://www.nlm.nih.gov/research/umls/rxnorm,7243,naltrexone,,term-join,Q1-exact,,,,not-needed,
naltrexone microspheres,naltrexone microspheres,http://snomed.info/sct,373546002,Naltrexone,,code-search,,373546002,Naltrexone,0.85,ok,Substance naltrexone; microspheres is unstated formulation
naproxen,naproxen,http://www.nlm.nih.gov/research/umls/rxnorm,7258,naproxen,,term-join,Q1-exact,,,,not-needed,
naratriptan,naratriptan,http://www.nlm.nih.gov/research/umls/rxnorm,141366,naratriptan,,term-join,Q1-exact,,,,not-needed,
natamycin,natamycin,http://www.nlm.nih.gov/research/umls/rxnorm,7268,natamycin,,term-join,Q1-exact,,,,not-needed,
neVIRapine,neVIRapine,http://www.nlm.nih.gov/research/umls/rxnorm,53654,nevirapine,,term-join,Q1-exact,,,,not-needed,
nebivolol,nebivolol,http://www.nlm.nih.gov/research/umls/rxnorm,31555,nebivolol,,term-join,Q1-exact,,,,not-needed,
nelFINavir,nelFINavir,http://www.nlm.nih.gov/research/umls/rxnorm,134527,nelfinavir,,term-join,Q1-exact,,,,not-needed,
neomycin-bacitracin-polymyxin,neomycin-bacitracin-polymyxin,http://www.nlm.nih.gov/research/umls/rxnorm,477619,bacitracin / neomycin / polymyxin B,,code-search,,477619,bacitracin / neomycin / polymyxin B,0.95,ok,FSN matches the three-ingredient combination exactly
neomycin-polymyxin B-dexameth,neomycin-polymyxin B-dexameth,http://www.nlm.nih.gov/research/umls/rxnorm,216525,dexamethasone / neomycin / polymyxin B,,code-search,,216525,dexamethasone / neomycin / polymyxin B,0.95,ok,FSN matches the three-ingredient combination exactly
neomycin-polymyxin-dexameth,neomycin-polymyxin-dexameth,http://www.nlm.nih.gov/research/umls/rxnorm,216525,dexamethasone / neomycin / polymyxin B,,code-search,,216525,dexamethasone / neomycin / polymyxin B,0.95,ok,FSN matches the three-drug combination exactly
nepafenac,nepafenac,http://www.nlm.nih.gov/research/umls/rxnorm,298665,nepafenac,,term-join,Q1-exact,,,,not-needed,
netarsudiL-latanoprost,netarsudiL-latanoprost,http://www.nlm.nih.gov/research/umls/rxnorm,2119700,latanoprost / netarsudil,,code-search,,2119700,latanoprost / netarsudil,0.95,ok,FSN matches the combination product exactly
netarsudil,netarsudil,http://www.nlm.nih.gov/research/umls/rxnorm,1992864,netarsudil,,term-join,Q1-exact,,,,not-needed,
niMODipine,niMODipine,http://www.nlm.nih.gov/research/umls/rxnorm,7426,nimodipine,,term-join,Q1-exact,,,,not-needed,
niacinamide or placebo,niacinamide or placebo,http://www.nlm.nih.gov/research/umls/rxnorm,7405,niacinamide,,code-search,,7405,niacinamide,0.85,ok,FSN matches niacinamide; 'or placebo' is non-coded
nicotine,nicotine,http://www.nlm.nih.gov/research/umls/rxnorm,7407,nicotine,,term-join,Q1-exact,,,,not-needed,
nicotine (polacrilex),nicotine (polacrilex),http://www.nlm.nih.gov/research/umls/rxnorm,7407,nicotine,,term-join,Q3-paren,,,,not-needed,
nilotinib,nilotinib,http://www.nlm.nih.gov/research/umls/rxnorm,662281,nilotinib,,term-join,Q1-exact,,,,not-needed,
nilutamide,nilutamide,http://www.nlm.nih.gov/research/umls/rxnorm,31805,nilutamide,,term-join,Q1-exact,,,,not-needed,
nimodipine 30mg/ placebo,nimodipine 30mg/ placebo,http://www.nlm.nih.gov/research/umls/rxnorm,198037,niMODipine 30 MG Oral Capsule,,code-search,,198037,niMODipine 30 MG Oral Capsule,0.85,ok,FSN matches nimodipine 30mg; placebo is study-arm context
nimodipine 60mg/ placebo,nimodipine 60mg/ placebo,http://www.nlm.nih.gov/research/umls/rxnorm,249726,nimodipine 60 MG Oral Tablet,,code-search,,249726,nimodipine 60 MG Oral Tablet,0.90,ok,FSN matches nimodipine 60mg; placebo is study context
nimodipine 60mg/placebo,nimodipine 60mg/placebo,http://www.nlm.nih.gov/research/umls/rxnorm,249726,nimodipine 60 MG Oral Tablet,,code-search,,249726,nimodipine 60 MG Oral Tablet,0.90,ok,FSN matches nimodipine 60mg; placebo is study context
nimodipine/placebo,nimodipine/placebo,http://www.nlm.nih.gov/research/umls/rxnorm,7426,nimodipine,,code-search,,7426,nimodipine,0.85,ok,FSN matches nimodipine exactly
nisoldipine,nisoldipine,http://www.nlm.nih.gov/research/umls/rxnorm,7435,nisoldipine,,term-join,Q1-exact,,,,not-needed,
nitazoxanide,nitazoxanide,http://www.nlm.nih.gov/research/umls/rxnorm,31819,nitazoxanide,,term-join,Q1-exact,,,,not-needed,
nitrofurantoin,nitrofurantoin,http://www.nlm.nih.gov/research/umls/rxnorm,7454,nitrofurantoin,,term-join,Q1-exact,,,,not-needed,
nitroglycerin,nitroglycerin,http://www.nlm.nih.gov/research/umls/rxnorm,4917,nitroglycerin,,term-join,Q1-exact,,,,not-needed,
norethindrone (contraceptive),norethindrone (contraceptive),http://www.nlm.nih.gov/research/umls/rxnorm,7514,norethindrone,,term-join,Q3-paren,,,,not-needed,
norethindrone ac-eth estradiol,norethindrone ac-eth estradiol,http://snomed.info/sct,126104005,Norethisterone acetate,,code-search,,126104005,Norethisterone acetate,0.85,ok,Primary component of combination
norethindrone acetate,norethindrone acetate,http://www.nlm.nih.gov/research/umls/rxnorm,31983,norethindrone acetate,,term-join,Q1-exact,,,,not-needed,
norethindrone acetate (bulk),norethindrone acetate (bulk),http://www.nlm.nih.gov/research/umls/rxnorm,31983,norethindrone acetate,,term-join,Q3-paren,,,,not-needed,
norethindrone-e.estradiol-iron,norethindrone-e.estradiol-iron,,,,"code-search proposed 214551 'estradiol / norethindrone' at 0.70, below the 0.85 threshold.",code-search,,214551,estradiol / norethindrone,0.70,below-threshold,Closest match; captures norethindrone+estradiol but lacks iron component
norethindrone-ethin estradioL,norethindrone-ethin estradioL,http://www.nlm.nih.gov/research/umls/rxnorm,384410,ethinyl estradiol / norethindrone,,code-search,,384410,ethinyl estradiol / norethindrone,0.95,ok,FSN matches the combination product exactly
norethindrone-ethin estradiol,norethindrone-ethin estradiol,http://www.nlm.nih.gov/research/umls/rxnorm,384410,ethinyl estradiol / norethindrone,,code-search,,384410,ethinyl estradiol / norethindrone,0.95,ok,FSN matches the combination product exactly
norgestimate-ethinyl estradioL,norgestimate-ethinyl estradioL,http://www.nlm.nih.gov/research/umls/rxnorm,214559,ethinyl estradiol / norgestimate,,code-search,,214559,ethinyl estradiol / norgestimate,0.95,ok,FSN matches the combination product exactly
norgestimate-ethinyl estradiol,norgestimate-ethinyl estradiol,http://www.nlm.nih.gov/research/umls/rxnorm,214559,ethinyl estradiol / norgestimate,,code-search,,214559,ethinyl estradiol / norgestimate,0.95,ok,FSN matches the combination product exactly
norgestrel-ethinyl estradioL,norgestrel-ethinyl estradioL,http://www.nlm.nih.gov/research/umls/rxnorm,37075,ethinyl estradiol / norgestrel,,code-search,,37075,ethinyl estradiol / norgestrel,0.95,ok,FSN matches combination drug exactly
norgestrel-ethinyl estradiol,norgestrel-ethinyl estradiol,http://www.nlm.nih.gov/research/umls/rxnorm,37075,ethinyl estradiol / norgestrel,,code-search,,37075,ethinyl estradiol / norgestrel,0.95,ok,FSN matches combination drug exactly
nortriptyline,nortriptyline,http://www.nlm.nih.gov/research/umls/rxnorm,7531,nortriptyline,,term-join,Q1-exact,,,,not-needed,
nystatin,nystatin,http://www.nlm.nih.gov/research/umls/rxnorm,7597,nystatin,,term-join,Q1-exact,,,,not-needed,
obeticholic acid,obeticholic acid,http://www.nlm.nih.gov/research/umls/rxnorm,1798288,obeticholic acid,,term-join,Q1-exact,,,,not-needed,
"octreotide,microspheres","octreotide,microspheres",,,,"code-search proposed 109053000 'Octreotide' at 0.80, below the 0.85 threshold.",code-search,,109053000,Octreotide,0.80,below-threshold,Base substance octreotide; microspheres is formulation not separately coded
ofloxacin,ofloxacin,http://www.nlm.nih.gov/research/umls/rxnorm,7623,ofloxacin,,term-join,Q1-exact,,,,not-needed,
olanzapine-fluoxetine,olanzapine-fluoxetine,http://www.nlm.nih.gov/research/umls/rxnorm,611247,fluoxetine / olanzapine,,code-search,,611247,fluoxetine / olanzapine,0.95,ok,FSN matches the combination product exactly
olaparib,olaparib,http://www.nlm.nih.gov/research/umls/rxnorm,1597582,olaparib,,term-join,Q1-exact,,,,not-needed,
olmesartan,olmesartan,http://www.nlm.nih.gov/research/umls/rxnorm,321064,olmesartan,,term-join,Q1-exact,,,,not-needed,
olmesartan-hydrochlorothiazide,olmesartan-hydrochlorothiazide,http://www.nlm.nih.gov/research/umls/rxnorm,817496,hydrochlorothiazide / olmesartan,,code-search,,817496,hydrochlorothiazide / olmesartan,0.95,ok,FSN matches the two-drug combination exactly
olopatadine,olopatadine,http://www.nlm.nih.gov/research/umls/rxnorm,135391,olopatadine,,term-join,Q1-exact,,,,not-needed,
olsalazine,olsalazine,http://www.nlm.nih.gov/research/umls/rxnorm,32385,olsalazine,,term-join,Q1-exact,,,,not-needed,
omalizumab,omalizumab,http://www.nlm.nih.gov/research/umls/rxnorm,302379,omalizumab,,term-join,Q1-exact,,,,not-needed,
