mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
58177025504,Levsin,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Levsin' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
58177029311,Toprol XL,http://www.nlm.nih.gov/research/umls/rxnorm,221124,metoprolol succinate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Toprol XL', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,221124,Toprol XL
58177030104,Ketorolac TroMETHamine,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Ketorolac TroMETHamine' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
58177032304,Nitroglycerin SL,http://www.nlm.nih.gov/research/umls/rxnorm,4917,nitroglycerin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Nitroglycerin SL', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,4917,Nitroglycerin SL
58177032418,Nitroglycerin SL,http://www.nlm.nih.gov/research/umls/rxnorm,4917,nitroglycerin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Nitroglycerin SL', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,4917,Nitroglycerin SL
58177080302,iodoquinol-HC,http://www.nlm.nih.gov/research/umls/rxnorm,217626,hydrocortisone / iodoquinol,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'iodoquinol-HC', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,217626,iodoquinol-HC
58177088601,Morphine Sulfate (Concentrated Oral Soln),http://www.nlm.nih.gov/research/umls/rxnorm,30236,morphine sulfate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Morphine Sulfate (Concentrated Oral Soln)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,30236,Morphine Sulfate (Concentrated Oral Soln)
58281056001,Baclofen,http://www.nlm.nih.gov/research/umls/rxnorm,1292,baclofen,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Baclofen', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,1292,Baclofen
58281056301,Baclofen Intrathecal,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Baclofen Intrathecal' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
58394000401,Opsumit,http://www.nlm.nih.gov/research/umls/rxnorm,1442138,Opsumit,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Opsumit', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,1442138,Opsumit
58394063503,Factor 9 recombinant,http://www.nlm.nih.gov/research/umls/rxnorm,1666317,BeneFIX 1 UNT Injection,"RxNorm 20231106 lists this NDC on RxCUI 1666317. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1666317,BeneFIX 1 UNT Injection,1300488,Factor 9 recombinant
58406042534,Etanercept,http://www.nlm.nih.gov/research/umls/rxnorm,261105,Enbrel 25 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 261105. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,261105,Enbrel 25 MG/ML Injectable Solution,,
58406043504,Etanercept,http://www.nlm.nih.gov/research/umls/rxnorm,802652,Enbrel 50 MG in 1 mL Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 802652. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,802652,Enbrel 50 MG in 1 mL Prefilled Syringe,,
58406068316,Methotrexate Sodium,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Methotrexate Sodium' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
58468002001,sevelamer HYDROCHLORIDE,http://www.nlm.nih.gov/research/umls/rxnorm,237125,sevelamer hydrochloride,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'sevelamer HYDROCHLORIDE', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,237125,sevelamer HYDROCHLORIDE
58468002101,sevelamer HYDROCHLORIDE,http://www.nlm.nih.gov/research/umls/rxnorm,857226,RenaGel 800 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 857226. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,857226,RenaGel 800 MG Oral Tablet,237125,sevelamer HYDROCHLORIDE
58468008001,Anti-Thymocyte Globulin (Rabbit),http://www.nlm.nih.gov/research/umls/rxnorm,107050,Thymoglobulin 25 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 107050. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,107050,Thymoglobulin 25 MG Injection,107044,Anti-Thymocyte Globulin (Rabbit)
58468010001,Clofarabine,http://www.nlm.nih.gov/research/umls/rxnorm,544915,Clolar 20 MG in 20 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 544915. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,544915,Clolar 20 MG in 20 ML Injection,44151,Clofarabine
58468010002,Clofarabine,http://www.nlm.nih.gov/research/umls/rxnorm,544915,Clolar 20 MG in 20 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 544915. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,544915,Clolar 20 MG in 20 ML Injection,44151,Clofarabine
58468012001,Doxercalciferol,http://www.nlm.nih.gov/research/umls/rxnorm,11516,doxercalciferol,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Doxercalciferol', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,11516,Doxercalciferol
58468012601,Doxercalciferol,http://www.nlm.nih.gov/research/umls/rxnorm,1790210,HECTOROL 2 MCG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1790210. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1790210,HECTOROL 2 MCG in 1 ML Injection,11516,Doxercalciferol
58468013001,sevelamer HYDROCHLORIDE,http://www.nlm.nih.gov/research/umls/rxnorm,749210,Renvela 800 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 749210. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,749210,Renvela 800 MG Oral Tablet,237125,sevelamer HYDROCHLORIDE
58468013202,sevelamer CARBONATE,http://www.nlm.nih.gov/research/umls/rxnorm,861377,Renvela 0.8 GM Powder for Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 861377. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,861377,Renvela 0.8 GM Powder for Oral Suspension,660890,sevelamer CARBONATE
58468014001,Plerixafor,http://www.nlm.nih.gov/research/umls/rxnorm,733003,plerixafor,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Plerixafor', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,733003,Plerixafor
58468035701,ALEMtuzumab (Campath),http://www.nlm.nih.gov/research/umls/rxnorm,828267,Campath 30 MG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 828267. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,828267,Campath 30 MG in 1 ML Injection,117055,ALEMtuzumab (Campath)
58468035703,Alemtuzumab,http://www.nlm.nih.gov/research/umls/rxnorm,828267,Campath 30 MG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 828267. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,828267,Campath 30 MG in 1 ML Injection,117055,Alemtuzumab
58468466301,Imiglucerase,http://www.nlm.nih.gov/research/umls/rxnorm,1726268,Cerezyme 400 UNT Injection,"RxNorm 20231106 lists this NDC on RxCUI 1726268. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1726268,Cerezyme 400 UNT Injection,,
58526000541,Nephrocaps,http://www.nlm.nih.gov/research/umls/rxnorm,1087620,Nephrocaps,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Nephrocaps', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,1087620,Nephrocaps
58597802206,Methimazole,http://www.nlm.nih.gov/research/umls/rxnorm,6835,methimazole,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Methimazole', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6835,Methimazole
58768010002,Voltaren,http://www.nlm.nih.gov/research/umls/rxnorm,202976,Voltaren,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Voltaren', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,202976,Voltaren
58768078815,GenTeal Tears Moderate,http://snomed.info/sct,395936001,Carbomer,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'GenTeal Tears Moderate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,395936001,GenTeal Tears Moderate
58790000228,TheraTears Gel 1%,http://www.nlm.nih.gov/research/umls/rxnorm,998666,TheraTears 1 % Ophthalmic Gel,"RxNorm 20231106 lists this NDC on RxCUI 998666. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,998666,TheraTears 1 % Ophthalmic Gel,,
58914011110,Viokase-8,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Viokase-8' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
58914015575,Porfimer Sodium,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Porfimer Sodium' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
58914050156,Mesalamine (Rectal),http://www.nlm.nih.gov/research/umls/rxnorm,583257,Canasa 1000 MG Rectal Suppository,"RxNorm 20231106 lists this NDC on RxCUI 583257. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,583257,Canasa 1000 MG Rectal Suppository,52582,Mesalamine (Rectal)
58914078510,URSO Forte,http://www.nlm.nih.gov/research/umls/rxnorm,858752,Urso-250 250 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 858752. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,858752,Urso-250 250 MG Oral Tablet,544268,URSO Forte
58980061030,urea 20%  cream,http://www.nlm.nih.gov/research/umls/rxnorm,198886,urea 20 % Topical Cream,"RxNorm 20231106 lists this NDC on RxCUI 198886. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198886,urea 20 % Topical Cream,,
58980062570,X-VIATE,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'X-VIATE' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59011010020,Oxycodone SR (OxyconTIN),,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Oxycodone SR (OxyconTIN)' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59011010320,Oxycodone SR (OxyconTIN),,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Oxycodone SR (OxyconTIN)' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59011010525,Oxycodone SR (OxyconTIN),,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Oxycodone SR (OxyconTIN)' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59011041020,OxyCONTIN,http://www.nlm.nih.gov/research/umls/rxnorm,1049504,OxyCONTIN 10 MG 12HR Extended Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1049504. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1049504,OxyCONTIN 10 MG 12HR Extended Release Oral Tablet,218986,OxyCONTIN
59011042020,OxyCODONE SR (OxyCONTIN),http://www.nlm.nih.gov/research/umls/rxnorm,1049565,OxyCONTIN 20 MG 12HR Extended Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1049565. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1049565,OxyCONTIN 20 MG 12HR Extended Release Oral Tablet,218986,OxyCODONE SR (OxyCONTIN)
59011044020,OxyCODONE SR (OxyCONTIN),http://www.nlm.nih.gov/research/umls/rxnorm,1049586,OxyCONTIN 40 MG 12HR Extended Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1049586. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1049586,OxyCONTIN 40 MG 12HR Extended Release Oral Tablet,218986,OxyCODONE SR (OxyCONTIN)
59011044225,HYDROmorphone P.F.,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'HYDROmorphone P.F.' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59011044501,HYDROmorphone PF,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'HYDROmorphone PF' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59011045210,MOD-HYDROmorphone,http://www.nlm.nih.gov/research/umls/rxnorm,3423,hydromorphone,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'MOD-HYDROmorphone', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,3423,MOD-HYDROmorphone
59011045401,HYDROmorphone (Dilaudid),http://www.nlm.nih.gov/research/umls/rxnorm,3423,hydromorphone,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'HYDROmorphone (Dilaudid)', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,3423,HYDROmorphone (Dilaudid)
59011075004,Butrans,http://www.nlm.nih.gov/research/umls/rxnorm,904882,Butrans 5 MCG/HR 7 Day Transdermal System,"RxNorm 20231106 lists this NDC on RxCUI 904882. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,904882,Butrans 5 MCG/HR 7 Day Transdermal System,904871,Butrans
59075073015,Natalizumab,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Natalizumab' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59148000613,ARIPiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,615172,ABILIFY 2 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 615172. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,615172,ABILIFY 2 MG Oral Tablet,89013,ARIPiprazole
59148000735,ARIPiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,404602,ABILIFY 5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 404602. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,404602,ABILIFY 5 MG Oral Tablet,89013,ARIPiprazole
59148000835,ARIPiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,352307,ABILIFY 10 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 352307. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,352307,ABILIFY 10 MG Oral Tablet,89013,ARIPiprazole
59148000913,Aripiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,352308,ABILIFY 15 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 352308. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,352308,ABILIFY 15 MG Oral Tablet,89013,Aripiprazole
59148000935,ARIPiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,352308,ABILIFY 15 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 352308. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,352308,ABILIFY 15 MG Oral Tablet,89013,ARIPiprazole
59148001315,ARIPiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,89013,aripiprazole,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'ARIPiprazole', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,89013,ARIPiprazole
59148001665,ARIPiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,89013,aripiprazole,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'ARIPiprazole', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,89013,ARIPiprazole
59148001871,ARIPiprazole Extended Release,http://www.nlm.nih.gov/research/umls/rxnorm,1659818,Abilify Maintena 300 MG Extended Release Injection,"RxNorm 20231106 lists this NDC on RxCUI 1659818. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1659818,Abilify Maintena 300 MG Extended Release Injection,406784005,ARIPiprazole Extended Release
59148001971,ARIPiprazole Extended Release,http://www.nlm.nih.gov/research/umls/rxnorm,1659814,Abilify Maintena 400 MG Extended Release Injection,"RxNorm 20231106 lists this NDC on RxCUI 1659814. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1659814,Abilify Maintena 400 MG Extended Release Injection,406784005,ARIPiprazole Extended Release
59148002050,Tolvaptan,http://www.nlm.nih.gov/research/umls/rxnorm,849831,Samsca 15 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 849831. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,849831,Samsca 15 MG Oral Tablet,358257,Tolvaptan
59148002150,Tolvaptan,http://www.nlm.nih.gov/research/umls/rxnorm,849835,Samsca 30 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 849835. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,849835,Samsca 30 MG Oral Tablet,358257,Tolvaptan
59148007091,Busulfan,http://www.nlm.nih.gov/research/umls/rxnorm,284425,Busulfex 60 MG in 10 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 284425. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,284425,Busulfex 60 MG in 10 ML Injection,1828,Busulfan
59148064023,Abilify Discmelt,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Abilify Discmelt' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
59212000201,Triamterene,http://www.nlm.nih.gov/research/umls/rxnorm,208675,Dyrenium 50 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 208675. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,208675,Dyrenium 50 MG Oral Capsule,10763,Triamterene
59212042510,Donnatal,http://www.nlm.nih.gov/research/umls/rxnorm,1046978,Donnatal 0.0194 MG / 0.1037 MG / 16.2 MG / 0.0065 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1046978. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1046978,Donnatal 0.0194 MG / 0.1037 MG / 16.2 MG / 0.0065 MG Oral Tablet,115141,Donnatal
59310017780,Qvar,http://www.nlm.nih.gov/research/umls/rxnorm,226084,Qvar,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Qvar', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,226084,Qvar
59310020212,Qvar RediHaler,http://snomed.info/sct,116575004,Beclometasone dipropionate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Qvar RediHaler', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,116575004,Qvar RediHaler
59310020412,Qvar RediHaler,http://snomed.info/sct,116575004,Beclometasone dipropionate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Qvar RediHaler', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,116575004,Qvar RediHaler
59310020480,Qvar,http://www.nlm.nih.gov/research/umls/rxnorm,226084,Qvar,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Qvar', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,226084,Qvar
59310057920,ProAir HFA,http://www.nlm.nih.gov/research/umls/rxnorm,2123072,"albuterol 90 MCG/INHAL Metered Dose Inhaler, 200 Actuations, generic for ProAir","RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'ProAir HFA', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,2123072,ProAir HFA
59338077501,Ferumoxytol,http://www.nlm.nih.gov/research/umls/rxnorm,1191357,Feraheme 510 MG in 17 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1191357. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1191357,Feraheme 510 MG in 17 ML Injection,473387,Ferumoxytol
59338077510,Ferumoxytol,http://www.nlm.nih.gov/research/umls/rxnorm,1191357,Feraheme 510 MG in 17 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1191357. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1191357,Feraheme 510 MG in 17 ML Injection,473387,Ferumoxytol
59366274201,benzoyl peroxide,http://www.nlm.nih.gov/research/umls/rxnorm,1418,benzoyl peroxide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'benzoyl peroxide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,1418,benzoyl peroxide
59366279103,Clobetasol Propionate 0.05% Gel,http://www.nlm.nih.gov/research/umls/rxnorm,861434,clobetasol propionate 0.05 % Topical Gel,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Clobetasol Propionate 0.05% Gel', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,861434,Clobetasol Propionate 0.05% Gel
59390006717,miconazole nitrate,http://www.nlm.nih.gov/research/umls/rxnorm,998501,Micaderm 2 % Topical Cream,"RxNorm 20231106 lists this NDC on RxCUI 998501. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,998501,Micaderm 2 % Topical Cream,,
59390019205,homatropine HBr,http://www.nlm.nih.gov/research/umls/rxnorm,992759,Homatropaire 5 % Ophthalmic Solution,"RxNorm 20231106 lists this NDC on RxCUI 992759. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,992759,Homatropaire 5 % Ophthalmic Solution,235428,homatropine HBr
59572010201,Azacitidine (Subcut),http://www.nlm.nih.gov/research/umls/rxnorm,545206,Vidaza 100 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 545206. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,545206,Vidaza 100 MG Injection,,
59572020514,THALIDomide,http://www.nlm.nih.gov/research/umls/rxnorm,213360,Thalomid 50 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 213360. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,213360,Thalomid 50 MG Oral Capsule,10432,THALIDomide
59572020594,Thalidomide,http://www.nlm.nih.gov/research/umls/rxnorm,213360,Thalomid 50 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 213360. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,213360,Thalomid 50 MG Oral Capsule,10432,Thalidomide
59572030101,Melphalan,http://www.nlm.nih.gov/research/umls/rxnorm,6718,melphalan,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Melphalan', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6718,Melphalan
